sign_a,sign_b,position,ngram_len,class_a,class_b,vowel_a,vowel_b,count_a,count_b,sub_type,inference,confidence,frame
AB 29,MET E,2,3,dental/coronal,?,u,?,2,1,morphological,prefix/suffix substitution: AB 29(pu) ↔ MET E(?),0.0,AB 73-AB 86-[AB 29|MET E]
AB 73,AB 35,0,3,?,dental/coronal,?,i,2,1,morphological,prefix/suffix substitution: AB 73(?) ↔ AB 35(ti),0.0,[AB 73|AB 35]-AB 86-AB 29
AB 29,AB 86,2,3,dental/coronal,?,u,o,2,1,morphological,prefix/suffix substitution: AB 29(pu) ↔ AB 86(lo),0.0,AB 73-AB 86-[AB 29|AB 86]
AB 86,MET H,0,3,?,?,o,?,2,1,morphological,prefix/suffix substitution: AB 86(lo) ↔ MET H(?),0.0,[AB 86|MET H]-AB 29-AB 77
AB 29,AB 86,1,3,dental/coronal,?,u,o,2,1,unknown,unclassified: AB 29(pu) ↔ AB 86(lo),0.0,AB 86-[AB 29|AB 86]-AB 77
AB 22,AB 08,2,3,labial,vowel,i,a,2,1,morphological,prefix/suffix substitution: AB 22(pi) ↔ AB 08(a),0.0,AB 29-AB 77-[AB 22|AB 08]
A 402,AB 30,1,3,?,dental/coronal,?,i,1,2,unknown,unclassified: A 402(?) ↔ AB 30(ni),0.0,AB 26-[A 402|AB 30]-AB 45
AB 51,AB 23,1,3,dental/coronal,dental/coronal,u,u,1,2,phonetic,"same vowel /u/, different consonant: AB 51(du) ↔ AB 23(mu)",0.7,AB 45-[AB 51|AB 23]-AB 65
AB 35,AB 26,0,3,dental/coronal,dental/coronal,i,u,1,2,unknown,unclassified: AB 35(ti) ↔ AB 26(ru),0.0,[AB 35|AB 26]-AB 85-AB 10
AB 17,AB 44,0,3,dental/coronal,velar/palatal,a,e,2,1,morphological,prefix/suffix substitution: AB 17(za) ↔ AB 44(ke),0.0,[AB 17|AB 44]-AB 22f-AB 59
AB 06,A 500,2,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 06(na) ↔ A 500(?),0.0,AB 22f-AB 59-[AB 06|A 500]
AB 22f,AB 50,0,3,?,dental/coronal,?,u,2,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 50(pu),0.0,[AB 22f|AB 50]-AB 59-AB 06
AB 22f,AB 72,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 72(?),0.0,[AB 22f|AB 72]-AB 59-AB 06
AB 59,AB 10,1,3,?,vowel,?,u,2,1,unknown,unclassified: AB 59(?) ↔ AB 10(u),0.0,AB 22f-[AB 59|AB 10]-AB 06
AB 06,AB 59,2,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 06(na) ↔ AB 59(?),0.0,AB 22f-AB 59-[AB 06|AB 59]
AB 22f,AB 34,0,3,?,dental/coronal,?,i,2,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 34(ti),0.0,[AB 22f|AB 34]-AB 59-AB 06
AB 22f,VASE 7,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ VASE 7(?),0.0,[AB 22f|VASE 7]-AB 08-AB 09
AB 22f,AB 24,0,3,?,dental/coronal,?,e,2,1,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 24(ne),0.0,[AB 22f|AB 24]-AB 08-AB 09
AB 09,AB 30,2,3,dental/coronal,dental/coronal,e,i,2,1,unknown,unclassified: AB 09(se) ↔ AB 30(ni),0.0,AB 22f-AB 08-[AB 09|AB 30]
VASE 3,AB 62,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ AB 62(?),0.0,VASE 3-VASE 3-[VASE 3|AB 62]
VASE 3,A 381,1,3,?,?,?,?,2,1,unknown,unclassified: VASE 3(?) ↔ A 381(?),0.0,VASE 3-[VASE 3|A 381]-VASE 3
VASE 3,AB 24,0,3,?,dental/coronal,?,e,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ AB 24(ne),0.0,[VASE 3|AB 24]-VASE 3-VASE 3
VASE 3,AB 08,2,3,?,vowel,?,a,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ AB 08(a),0.0,VASE 3-VASE 3-[VASE 3|AB 08]
VASE 3,A 400,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ A 400(?),0.0,[VASE 3|A 400]-VASE 3-VASE 3
VASE 3,AB 73,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ AB 73(?),0.0,VASE 3-VASE 3-[VASE 3|AB 73]
VASE 3,AB 73,1,3,?,?,?,?,2,1,unknown,unclassified: VASE 3(?) ↔ AB 73(?),0.0,VASE 3-[VASE 3|AB 73]-VASE 3
VASE 3,AB 73,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ AB 73(?),0.0,[VASE 3|AB 73]-VASE 3-VASE 3
VASE 3,MET A,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 3(?) ↔ MET A(?),0.0,VASE 3-VASE 3-[VASE 3|MET A]
VASE 3,AB 75,1,3,?,?,?,?,2,1,unknown,unclassified: VASE 3(?) ↔ AB 75(?),0.0,VASE 3-[VASE 3|AB 75]-VASE 3
AB 50,AB 32,2,3,dental/coronal,vowel,u,i,1,2,morphological,prefix/suffix substitution: AB 50(pu) ↔ AB 32(i),0.0,AB 50-AB 65-[AB 50|AB 32]
AB 23,AB 03,2,3,dental/coronal,labial,u,a,1,2,morphological,prefix/suffix substitution: AB 23(mu) ↔ AB 03(pa),0.0,AB 06-AB 66-[AB 23|AB 03]
AB 66,AB 45,0,3,?,dental/coronal,?,i,1,2,morphological,prefix/suffix substitution: AB 66(?) ↔ AB 45(ri),0.0,[AB 66|AB 45]-AB 23-AB 65
AB 02,AB 26,2,3,dental/coronal,dental/coronal,o,u,1,2,unknown,unclassified: AB 02(ro) ↔ AB 26(ru),0.0,AB 10-AB 51-[AB 02|AB 26]
AB 02,AB 06,1,3,dental/coronal,dental/coronal,o,a,1,2,phonetic,"same class (dental/coronal), different vowel: AB 02(ro) ↔ AB 06(na)",0.5,AB 51-[AB 02|AB 06]-AB 04
AB 04,AB 06,0,3,dental/coronal,dental/coronal,e,a,1,2,unknown,unclassified: AB 04(te) ↔ AB 06(na),0.0,[AB 04|AB 06]-AB 66-AB 03
AB 49,AB 87,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 87(?),0.0,AB 66-AB 03-[AB 49|AB 87]
AB 49,A 400,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: AB 49(?) ↔ A 400(?),0.0,AB 66-AB 03-[AB 49|A 400]
MET E,VASE 7,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: MET E(?) ↔ VASE 7(?),0.0,AB 73-AB 86-[MET E|VASE 7]
AB 13,AB 26,0,3,labial,dental/coronal,e,u,2,1,morphological,prefix/suffix substitution: AB 13(me) ↔ AB 26(ru),0.0,[AB 13|AB 26]-AB 47-AB 65
AB 73,AB 56,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: AB 73(?) ↔ AB 56(?),0.0,AB 66-AB 02-[AB 73|AB 56]
AB 04,VASE 4,0,3,dental/coronal,?,e,?,1,2,morphological,prefix/suffix substitution: AB 04(te) ↔ VASE 4(?),0.0,[AB 04|VASE 4]-AB 56-AB 02
AB 10,A 561,2,3,vowel,?,u,?,1,2,morphological,prefix/suffix substitution: AB 10(u) ↔ A 561(?),0.0,AB 56-AB 02-[AB 10|A 561]
AB 10,A 568,2,3,vowel,?,u,?,1,2,morphological,prefix/suffix substitution: AB 10(u) ↔ A 568(?),0.0,AB 56-AB 02-[AB 10|A 568]
AB 01,AB 38,0,3,dental/coronal,vowel,a,e,1,2,morphological,prefix/suffix substitution: AB 01(da) ↔ AB 38(e),0.0,[AB 01|AB 38]-AB 59-AB 47
AB 22f,AB 49,0,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: AB 22f(?) ↔ AB 49(?),0.0,[AB 22f|AB 49]-AB 66-AB 32
AB 32,AB 02,1,3,vowel,dental/coronal,i,o,1,2,unknown,unclassified: AB 32(i) ↔ AB 02(ro),0.0,AB 66-[AB 32|AB 02]-AB 56
AB 54,AB 08,0,3,labial,vowel,a,a,1,2,morphological,prefix/suffix substitution: AB 54(wa) ↔ AB 08(a),0.0,[AB 54|AB 08]-AB 07-AB 56
AB 65,AB 08,0,3,velar/palatal,vowel,u,a,1,2,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 08(a),0.0,[AB 65|AB 08]-AB 07-AB 56
AB 50,AB 26,2,3,dental/coronal,dental/coronal,u,u,1,2,unknown,unclassified: AB 50(pu) ↔ AB 26(ru),0.0,AB 08-AB 45-[AB 50|AB 26]
AB 65,AB 07,2,3,velar/palatal,dental/coronal,u,i,2,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 07(di),0.0,AB 45-AB 23-[AB 65|AB 07]
AB 23,AB 89,1,3,dental/coronal,labial,u,i,2,1,unknown,unclassified: AB 23(mu) ↔ AB 89(mi),0.0,AB 45-[AB 23|AB 89]-AB 65
AB 23,AB 29,1,3,dental/coronal,dental/coronal,u,u,2,1,phonetic,"same vowel /u/, different consonant: AB 23(mu) ↔ AB 29(pu)",0.7,AB 45-[AB 23|AB 29]-AB 65
AB 45,AB 49,0,3,dental/coronal,?,i,?,2,1,morphological,prefix/suffix substitution: AB 45(ri) ↔ AB 49(?),0.0,[AB 45|AB 49]-AB 23-AB 65
AB 45,AB 76,0,3,dental/coronal,labial,i,i,2,1,morphological,prefix/suffix substitution: AB 45(ri) ↔ AB 76(pi),0.0,[AB 45|AB 76]-AB 23-AB 65
AB 65,AB 01,0,3,velar/palatal,dental/coronal,u,a,1,2,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 01(da),0.0,[AB 65|AB 01]-AB 66-AB 02
AB 65,AB 05,0,3,velar/palatal,dental/coronal,u,o,1,2,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 05(to),0.0,[AB 65|AB 05]-AB 66-AB 02
AB 56,AB 11,2,3,?,dental/coronal,?,i,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 11(si),0.0,AB 66-AB 02-[AB 56|AB 11]
AB 56,AB 75,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 75(?),0.0,AB 66-AB 02-[AB 56|AB 75]
AB 56,VASE 6,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ VASE 6(?),0.0,AB 66-AB 02-[AB 56|VASE 6]
AB 56,AB 91,2,3,?,?,?,o,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 91(lo),0.0,AB 66-AB 02-[AB 56|AB 91]
AB 56,AB 36,2,3,?,velar/palatal,?,o,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 36(jo),0.0,AB 66-AB 02-[AB 56|AB 36]
AB 56,A 353,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ A 353(?),0.0,AB 66-AB 02-[AB 56|A 353]
AB 56,AB 77,2,3,?,velar/palatal,?,a,2,1,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 77(ka),0.0,AB 66-AB 02-[AB 56|AB 77]
AB 48,AB 32,2,3,?,vowel,?,i,1,2,morphological,prefix/suffix substitution: AB 48(?) ↔ AB 32(i),0.0,AB 49-AB 66-[AB 48|AB 32]
AB 54,AB 01,0,3,labial,dental/coronal,a,a,1,2,morphological,prefix/suffix substitution: AB 54(wa) ↔ AB 01(da),0.0,[AB 54|AB 01]-AB 66-AB 02
AB 54,AB 05,0,3,labial,dental/coronal,a,o,1,2,morphological,prefix/suffix substitution: AB 54(wa) ↔ AB 05(to),0.0,[AB 54|AB 05]-AB 66-AB 02
AB 42,AB 51,1,3,?,dental/coronal,?,u,1,2,unknown,unclassified: AB 42(?) ↔ AB 51(du),0.0,AB 10-[AB 42|AB 51]-AB 26
A 704,AB 26,2,3,?,dental/coronal,?,u,1,2,morphological,prefix/suffix substitution: A 704(?) ↔ AB 26(ru),0.0,AB 51-AB 06-[A 704|AB 26]
A 704,AB 36,2,3,?,velar/palatal,?,o,1,2,morphological,prefix/suffix substitution: A 704(?) ↔ AB 36(jo),0.0,AB 51-AB 06-[A 704|AB 36]
A 704,AB 04,2,3,?,dental/coronal,?,e,1,2,morphological,prefix/suffix substitution: A 704(?) ↔ AB 04(te),0.0,AB 51-AB 06-[A 704|AB 04]
AB 14,AB 59,2,3,dental/coronal,?,o,?,2,1,morphological,prefix/suffix substitution: AB 14(do) ↔ AB 59(?),0.0,AB 10-AB 38-[AB 14|AB 59]
AB 96,AB 05,0,3,?,dental/coronal,?,o,1,2,morphological,prefix/suffix substitution: AB 96(?) ↔ AB 05(to),0.0,[AB 96|AB 05]-AB 26-AB 49
AB 96,AB 12,0,3,?,dental/coronal,?,o,1,2,morphological,prefix/suffix substitution: AB 96(?) ↔ AB 12(so),0.0,[AB 96|AB 12]-AB 26-AB 49
AB 59,AB 03,2,3,?,labial,?,a,1,2,morphological,prefix/suffix substitution: AB 59(?) ↔ AB 03(pa),0.0,AB 26-AB 49-[AB 59|AB 03]
AB 59,AB 30,2,3,?,dental/coronal,?,i,1,2,morphological,prefix/suffix substitution: AB 59(?) ↔ AB 30(ni),0.0,AB 26-AB 49-[AB 59|AB 30]
AB 49,AB 08,0,3,?,vowel,?,a,1,2,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 08(a),0.0,[AB 49|AB 08]-AB 59-AB 01
AB 49,AB 30,0,3,?,dental/coronal,?,i,1,2,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 30(ni),0.0,[AB 49|AB 30]-AB 59-AB 01
AB 24,AB 33,2,3,dental/coronal,labial,e,a,1,2,morphological,prefix/suffix substitution: AB 24(ne) ↔ AB 33(pa),0.0,AB 59-AB 01-[AB 24|AB 33]
AB 01,A 568,0,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ A 568(?),0.0,[AB 01|A 568]-AB 66-AB 02
AB 01,AB 92,0,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ AB 92(?),0.0,[AB 01|AB 92]-AB 66-AB 02
AB 01,VASE 5,0,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ VASE 5(?),0.0,[AB 01|VASE 5]-AB 66-AB 02
AB 01,AB 22f,0,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ AB 22f(?),0.0,[AB 01|AB 22f]-AB 66-AB 02
AB 01,A 377,0,3,dental/coronal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ A 377(?),0.0,[AB 01|A 377]-AB 66-AB 02
AB 01,AB 61,0,3,dental/coronal,vowel,a,o,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ AB 61(o),0.0,[AB 01|AB 61]-AB 66-AB 02
AB 01,AB 77,0,3,dental/coronal,velar/palatal,a,a,2,1,morphological,prefix/suffix substitution: AB 01(da) ↔ AB 77(ka),0.0,[AB 01|AB 77]-AB 66-AB 02
AB 66,AB 08,1,3,?,vowel,?,a,2,1,unknown,unclassified: AB 66(?) ↔ AB 08(a),0.0,AB 01-[AB 66|AB 08]-AB 02
AB 05,A 568,0,3,dental/coronal,?,o,?,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ A 568(?),0.0,[AB 05|A 568]-AB 66-AB 02
AB 05,AB 92,0,3,dental/coronal,?,o,?,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ AB 92(?),0.0,[AB 05|AB 92]-AB 66-AB 02
AB 05,VASE 5,0,3,dental/coronal,?,o,?,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ VASE 5(?),0.0,[AB 05|VASE 5]-AB 66-AB 02
AB 05,AB 22f,0,3,dental/coronal,?,o,?,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ AB 22f(?),0.0,[AB 05|AB 22f]-AB 66-AB 02
AB 05,A 377,0,3,dental/coronal,?,o,?,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ A 377(?),0.0,[AB 05|A 377]-AB 66-AB 02
AB 05,AB 61,0,3,dental/coronal,vowel,o,o,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ AB 61(o),0.0,[AB 05|AB 61]-AB 66-AB 02
AB 66,AB 65,1,3,?,velar/palatal,?,u,2,1,unknown,unclassified: AB 66(?) ↔ AB 65(ju),0.0,AB 05-[AB 66|AB 65]-AB 02
AB 05,AB 77,0,3,dental/coronal,velar/palatal,o,a,2,1,morphological,prefix/suffix substitution: AB 05(to) ↔ AB 77(ka),0.0,[AB 05|AB 77]-AB 66-AB 02
AB 56,AB 10,0,3,?,vowel,?,u,1,2,morphological,prefix/suffix substitution: AB 56(?) ↔ AB 10(u),0.0,[AB 56|AB 10]-AB 51-AB 26
AB 26,AB 06,2,3,dental/coronal,dental/coronal,u,a,1,2,unknown,unclassified: AB 26(ru) ↔ AB 06(na),0.0,AB 56-AB 51-[AB 26|AB 06]
VASE 4,VASE 1,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ VASE 1(?),0.0,AB 75-AB 92-[VASE 4|VASE 1]
VASE 4,A 568,1,3,?,?,?,?,2,1,unknown,unclassified: VASE 4(?) ↔ A 568(?),0.0,AB 92-[VASE 4|A 568]-AB 56
VASE 4,VASE 1,1,3,?,?,?,?,2,1,unknown,unclassified: VASE 4(?) ↔ VASE 1(?),0.0,AB 92-[VASE 4|VASE 1]-AB 56
VASE 4,A 568,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ A 568(?),0.0,[VASE 4|A 568]-AB 56-AB 02
VASE 4,VASE 1,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ VASE 1(?),0.0,[VASE 4|VASE 1]-AB 56-AB 02
VASE 4,AB 02,0,3,?,dental/coronal,?,o,2,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ AB 02(ro),0.0,[VASE 4|AB 02]-AB 56-AB 02
VASE 4,AB 08,0,3,?,vowel,?,a,2,1,morphological,prefix/suffix substitution: VASE 4(?) ↔ AB 08(a),0.0,[VASE 4|AB 08]-AB 56-AB 02
A 561,AB 14,2,3,?,dental/coronal,?,o,2,1,morphological,prefix/suffix substitution: A 561(?) ↔ AB 14(do),0.0,AB 56-AB 02-[A 561|AB 14]
AB 75,NUM 100,0,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 75(?) ↔ NUM 100(?),0.0,[AB 75|NUM 100]-VASE 7-AB 92
A 568,AB 14,2,3,?,dental/coronal,?,o,2,1,morphological,prefix/suffix substitution: A 568(?) ↔ AB 14(do),0.0,AB 56-AB 02-[A 568|AB 14]
AB 51,AB 26,1,3,dental/coronal,dental/coronal,u,u,1,2,phonetic,"same vowel /u/, different consonant: AB 51(du) ↔ AB 26(ru)",0.7,AB 01-[AB 51|AB 26]-AB 34
AB 07,AB 51,1,3,dental/coronal,dental/coronal,i,u,1,2,phonetic,"same class (dental/coronal), different vowel: AB 07(di) ↔ AB 51(du)",0.5,AB 03-[AB 07|AB 51]-AB 01
VASE 10,AB 65,1,3,?,velar/palatal,?,u,1,2,unknown,unclassified: VASE 10(?) ↔ AB 65(ju),0.0,VASE 7-[VASE 10|AB 65]-AB 62
VASE 10,AB 23,0,3,?,dental/coronal,?,u,1,2,morphological,prefix/suffix substitution: VASE 10(?) ↔ AB 23(mu),0.0,[VASE 10|AB 23]-AB 62-AB 06
AB 65,AB 47,0,3,velar/palatal,dental/coronal,u,u,1,2,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 47(nu),0.0,[AB 65|AB 47]-AB 26-AB 06
VASE 4,AB 49,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: VASE 4(?) ↔ AB 49(?),0.0,AB 26-AB 06-[VASE 4|AB 49]
AB 01,AB 51,0,3,dental/coronal,dental/coronal,a,u,1,2,unknown,unclassified: AB 01(da) ↔ AB 51(du),0.0,[AB 01|AB 51]-AB 06-AB 36
AB 22f,AB 58,1,3,?,?,?,?,1,2,unknown,unclassified: AB 22f(?) ↔ AB 58(?),0.0,AB 44-[AB 22f|AB 58]-AB 59
AB 03,AB 08,0,3,labial,vowel,a,a,1,2,morphological,prefix/suffix substitution: AB 03(pa) ↔ AB 08(a),0.0,[AB 03|AB 08]-AB 52-AB 57
A 400,AB 32,2,3,?,vowel,?,i,1,2,morphological,prefix/suffix substitution: A 400(?) ↔ AB 32(i),0.0,AB 59-AB 51-[A 400|AB 32]
VASE 7,AB 86,2,3,?,?,?,o,2,1,morphological,prefix/suffix substitution: VASE 7(?) ↔ AB 86(lo),0.0,AB 73-AB 86-[VASE 7|AB 86]
AB 04,AB 14,2,3,dental/coronal,dental/coronal,e,o,1,2,unknown,unclassified: AB 04(te) ↔ AB 14(do),0.0,AB 08-AB 44-[AB 04|AB 14]
AB 04,AB 58,2,3,dental/coronal,?,e,?,1,2,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 58(?),0.0,AB 08-AB 44-[AB 04|AB 58]
AB 59,AB 34,0,3,?,dental/coronal,?,i,1,2,morphological,prefix/suffix substitution: AB 59(?) ↔ AB 34(ti),0.0,[AB 59|AB 34]-AB 06-AB 59
AB 57,AB 06,2,3,velar/palatal,dental/coronal,a,a,1,2,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 06(na),0.0,AB 06-AB 59-[AB 57|AB 06]
AB 59,AB 23,0,3,?,dental/coronal,?,u,1,2,morphological,prefix/suffix substitution: AB 59(?) ↔ AB 23(mu),0.0,[AB 59|AB 23]-AB 62-AB 06
AB 69,AB 26,1,3,dental/coronal,dental/coronal,u,u,2,1,phonetic,"same vowel /u/, different consonant: AB 69(tu) ↔ AB 26(ru)",0.7,AB 36-[AB 69|AB 26]-AB 36
AB 69,VASE 4,1,3,dental/coronal,?,u,?,2,1,unknown,unclassified: AB 69(tu) ↔ VASE 4(?),0.0,AB 36-[AB 69|VASE 4]-AB 36
AB 62,VASE 7,0,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: AB 62(?) ↔ VASE 7(?),0.0,[AB 62|VASE 7]-AB 65-AB 62
AB 65,A 728,0,3,velar/palatal,?,u,?,1,2,morphological,prefix/suffix substitution: AB 65(ju) ↔ A 728(?),0.0,[AB 65|A 728]-AB 62-A 728
A 728,AB 03,2,3,?,labial,?,a,2,1,morphological,prefix/suffix substitution: A 728(?) ↔ AB 03(pa),0.0,A 728-AB 62-[A 728|AB 03]
AB 23,AB 26,2,3,dental/coronal,dental/coronal,u,u,1,2,unknown,unclassified: AB 23(mu) ↔ AB 26(ru),0.0,AB 08-AB 45-[AB 23|AB 26]
AB 03,AB 26,2,3,labial,dental/coronal,a,u,1,2,morphological,prefix/suffix substitution: AB 03(pa) ↔ AB 26(ru),0.0,AB 57-AB 12-[AB 03|AB 26]
AB 03,AB 26,1,3,labial,dental/coronal,a,u,1,2,unknown,unclassified: AB 03(pa) ↔ AB 26(ru),0.0,AB 12-[AB 03|AB 26]-AB 49
AB 22f,AB 06,1,3,?,dental/coronal,?,a,1,2,unknown,unclassified: AB 22f(?) ↔ AB 06(na),0.0,AB 51-[AB 22f|AB 06]-AB 36
A 500,AB 06,0,3,?,dental/coronal,?,a,1,2,morphological,prefix/suffix substitution: A 500(?) ↔ AB 06(na),0.0,[A 500|AB 06]-AB 66-AB 03
VASE 4,AB 87,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: VASE 4(?) ↔ AB 87(?),0.0,AB 66-AB 03-[VASE 4|AB 87]
VASE 4,A 400,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: VASE 4(?) ↔ A 400(?),0.0,AB 66-AB 03-[VASE 4|A 400]
AB 39,AB 04,0,3,?,dental/coronal,?,e,1,2,morphological,prefix/suffix substitution: AB 39(?) ↔ AB 04(te),0.0,[AB 39|AB 04]-AB 51-AB 06
AB 39,AB 56,0,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: AB 39(?) ↔ AB 56(?),0.0,[AB 39|AB 56]-AB 51-AB 06
AB 62,AB 04,2,3,?,dental/coronal,?,e,2,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 04(te),0.0,AB 51-AB 29-[AB 62|AB 04]
AB 62,AB 14,2,3,?,dental/coronal,?,o,2,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 14(do),0.0,AB 51-AB 29-[AB 62|AB 14]
AB 51,AB 43,0,3,dental/coronal,labial,u,a,2,1,morphological,prefix/suffix substitution: AB 51(du) ↔ AB 43(pa),0.0,[AB 51|AB 43]-AB 29-AB 62
AB 62,AB 87,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 87(?),0.0,AB 51-AB 29-[AB 62|AB 87]
AB 62,AB 14,1,3,?,dental/coronal,?,o,2,1,unknown,unclassified: AB 62(?) ↔ AB 14(do),0.0,AB 29-[AB 62|AB 14]-AB 09
AB 09,A 314,2,3,dental/coronal,?,e,?,2,1,morphological,prefix/suffix substitution: AB 09(se) ↔ A 314(?),0.0,AB 29-AB 62-[AB 09|A 314]
AB 29,AB 07,0,3,dental/coronal,dental/coronal,u,i,2,1,unknown,unclassified: AB 29(pu) ↔ AB 07(di),0.0,[AB 29|AB 07]-AB 62-AB 09
AB 07,AB 04,1,3,dental/coronal,dental/coronal,i,e,2,1,phonetic,"same class (dental/coronal), different vowel: AB 07(di) ↔ AB 04(te)",0.5,AB 46-[AB 07|AB 04]-AB 29
AB 52,AB 36,2,3,?,velar/palatal,?,o,2,1,morphological,prefix/suffix substitution: AB 52(?) ↔ AB 36(jo),0.0,AB 64-AB 07-[AB 52|AB 36]
AB 87,A 500,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 87(?) ↔ A 500(?),0.0,AB 66-AB 03-[AB 87|A 500]
AB 87,AB 64,2,3,?,?,?,?,2,1,morphological,prefix/suffix substitution: AB 87(?) ↔ AB 64(?),0.0,AB 66-AB 03-[AB 87|AB 64]
AB 87,AB 45,2,3,?,dental/coronal,?,i,2,1,morphological,prefix/suffix substitution: AB 87(?) ↔ AB 45(ri),0.0,AB 66-AB 03-[AB 87|AB 45]
A 500,A 400,2,3,?,?,?,?,1,2,morphological,prefix/suffix substitution: A 500(?) ↔ A 400(?),0.0,AB 66-AB 03-[A 500|A 400]
AB 57,AB 10,2,3,velar/palatal,vowel,a,u,2,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 10(u),0.0,AB 08-AB 52-[AB 57|AB 10]
AB 57,AB 03,2,3,velar/palatal,labial,a,a,2,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 03(pa),0.0,AB 08-AB 52-[AB 57|AB 03]
AB 57,AB 58,2,3,velar/palatal,?,a,?,2,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 58(?),0.0,AB 08-AB 52-[AB 57|AB 58]
AB 52,AB 09,1,3,?,dental/coronal,?,e,2,1,unknown,unclassified: AB 52(?) ↔ AB 09(se),0.0,AB 08-[AB 52|AB 09]-AB 57
AB 52,AB 66,1,3,?,?,?,?,2,1,unknown,unclassified: AB 52(?) ↔ AB 66(?),0.0,AB 08-[AB 52|AB 66]-AB 57
AB 52,AB 24,1,3,?,dental/coronal,?,e,2,1,unknown,unclassified: AB 52(?) ↔ AB 24(ne),0.0,AB 08-[AB 52|AB 24]-AB 57
