link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 80,AB 78,AB 38,,44,24,,"AB 01, AB 02, AB 04, AB 05, AB 06",
consonant-candidate,AB 42,AB 78,AB 38,,44,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 24,AB 63,AB 10,,44,2,,"AB 04, AB 10",
consonant-candidate,AB 60,AB 46,AB 10,,44,20,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 29,AB 44,AB 02,,44,11,,"AB 02, AB 04, AB 27, AB 37, AB 40",
consonant-candidate,AB 60,AB 22,AB 37,,44,3,,"AB 05, AB 37, AB 46",
consonant-candidate,AB 27,AB 85,AB 59,,44,5,,"AB 04, AB 05, AB 44, AB 45, AB 59",
consonant-candidate,AB 27,AB 19,AB 59,,44,1,,AB 59,
consonant-candidate,AB 58,AB 85,AB 05,,44,2,,"AB 05, AB 53",
consonant-candidate,AB 22,AB 46,AB 05,,44,1,,AB 05,
consonant-candidate,AB 22,AB 65,AB 05,,44,1,,AB 05,
vowel-candidate,AB 03,AB 12,,AB 77,44,,32,,"AB 03, AB 04, AB 05, AB 06, AB 07"
vowel-candidate,AB 03,AB 24,,AB 77,44,,28,,"AB 02, AB 05, AB 06, AB 08, AB 10"
vowel-candidate,AB 03,AB 37,,AB 77,44,,35,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 28,,AB 77,44,,35,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 01,,AB 77,44,,39,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 77,,AB 77,44,,41,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 08,,AB 77,44,,41,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 31,AB 38,,AB 77,44,,31,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 31,AB 02,,AB 77,44,,31,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 55,,AB 77,44,,16,,"AB 01, AB 02, AB 08, AB 31, AB 37"
vowel-candidate,AB 80,AB 73,,AB 77,44,,27,,"AB 01, AB 02, AB 04, AB 05, AB 08"
vowel-candidate,AB 80,AB 50,,AB 77,44,,20,,"AB 01, AB 02, AB 04, AB 05, AB 06"
vowel-candidate,AB 80,AB 67,,AB 77,44,,30,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 80,AB 23,,AB 77,44,,9,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 80,AB 69,,AB 77,44,,22,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 80,AB 25,,AB 77,44,,20,,"AB 01, AB 04, AB 05, AB 24, AB 27"
vowel-candidate,AB 80,AB 20,,AB 77,44,,18,,"AB 01, AB 02, AB 06, AB 31, AB 36"
vowel-candidate,AB 13,AB 85,,AB 36,44,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 59,AB 82,,AB 27,44,,2,,"AB 27, AB 39"
consonant-candidate,AB 11,AB 06,AB 12,,43,36,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 40,AB 38,,43,12,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 31,AB 38,,43,15,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 72,AB 38,,43,12,,"AB 01, AB 02, AB 04, AB 05, AB 08",
consonant-candidate,AB 39,AB 42,AB 38,,43,44,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 42,AB 45,AB 38,,43,39,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 27,AB 61,AB 38,,43,43,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 69,AB 56,AB 70,,43,6,,"AB 26, AB 37, AB 52, AB 53, AB 60",
consonant-candidate,AB 51,AB 80,AB 02,,43,10,,"AB 02, AB 05, AB 06, AB 26, AB 42",
consonant-candidate,AB 54,AB 71,AB 59,,43,2,,"AB 04, AB 59",
consonant-candidate,AB 78,AB 87,AB 59,,43,1,,AB 59,
consonant-candidate,AB 03,AB 71,AB 59,,43,2,,"AB 04, AB 59",
consonant-candidate,AB 22,AB 17,AB 05,,43,1,,AB 05,
vowel-candidate,AB 31,AB 41,,AB 77,43,,28,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 70,AB 38,,AB 77,43,,47,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 70,AB 02,,AB 77,43,,49,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 38,AB 05,,AB 77,43,,48,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 05,AB 02,,AB 77,43,,52,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 78,AB 33,,AB 38,43,,4,,"AB 04, AB 38, AB 39, AB 72"
vowel-candidate,AB 85,AB 28,,AB 36,43,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 52,AB 68,,AB 08,43,,4,,"AB 03, AB 08, AB 69, AB 81"
vowel-candidate,AB 59,AB 90,,AB 27,43,,1,,AB 27
consonant-candidate,AB 20,AB 03,AB 38,,42,17,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 73,AB 38,,42,9,,"AB 03, AB 04, AB 05, AB 08, AB 36",
consonant-candidate,AB 04,AB 42,AB 38,,42,44,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 25,AB 38,,42,24,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 70,AB 78,AB 38,,42,34,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 46,AB 10,,42,18,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 56,AB 72,AB 70,,42,7,,"AB 01, AB 26, AB 28, AB 37, AB 53",
consonant-candidate,AB 56,AB 25,AB 70,,42,6,,"AB 01, AB 28, AB 52, AB 53, AB 60",
consonant-candidate,AB 75,AB 87,AB 59,,42,1,,AB 59,
consonant-candidate,AB 22,AB 51,AB 05,,42,1,,AB 05,
consonant-candidate,AB 22,AB 35,AB 05,,42,1,,AB 05,
consonant-candidate,AB 22,AB 20,AB 05,,42,1,,AB 05,
consonant-candidate,AB 22,AB 25,AB 05,,42,1,,AB 05,
consonant-candidate,AB 03,AB 91,AB 75,,42,1,,AB 75,
vowel-candidate,AB 03,AB 45,,AB 77,42,,31,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 52,,AB 77,42,,33,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 03,AB 54,,AB 77,42,,36,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 07,,AB 77,42,,24,,"AB 02, AB 05, AB 08, AB 10, AB 11"
vowel-candidate,AB 31,AB 42,,AB 77,42,,32,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 70,AB 41,,AB 77,42,,40,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 05,AB 41,,AB 77,42,,41,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 81,AB 85,,AB 36,42,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 80,AB 85,,AB 36,42,,6,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 52,AB 64,,AB 08,42,,1,,AB 08
vowel-candidate,AB 64,AB 57,,AB 08,42,,1,,AB 08
vowel-candidate,AB 73,AB 87,,AB 01,42,,1,,AB 01
consonant-candidate,AB 53,AB 06,AB 12,,41,38,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 54,AB 06,AB 12,,41,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 06,AB 26,AB 12,,41,29,,"AB 01, AB 02, AB 04, AB 05, AB 11",
consonant-candidate,AB 20,AB 37,AB 38,,41,15,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 11,AB 38,,41,16,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 09,AB 38,,41,11,,"AB 01, AB 02, AB 04, AB 05, AB 13",
consonant-candidate,AB 20,AB 17,AB 38,,41,7,,"AB 02, AB 05, AB 08, AB 38, AB 42",
consonant-candidate,AB 20,AB 13,AB 38,,41,12,,"AB 02, AB 04, AB 05, AB 08, AB 38",
consonant-candidate,AB 20,AB 62,AB 38,,41,1,,AB 38,
consonant-candidate,AB 77,AB 42,AB 38,,41,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 42,AB 28,AB 38,,41,41,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 27,AB 54,AB 38,,41,33,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 27,AB 25,AB 38,,41,22,,"AB 02, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 08,AB 78,AB 38,,41,34,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 27,AB 56,AB 70,,41,6,,"AB 26, AB 28, AB 37, AB 52, AB 60",
consonant-candidate,AB 04,AB 51,AB 02,,41,12,,"AB 02, AB 05, AB 06, AB 15, AB 26",
consonant-candidate,AB 14,AB 21,AB 37,,41,9,,"AB 36, AB 37, AB 41, AB 42, AB 45",
consonant-candidate,AB 78,AB 34,AB 59,,41,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 58,AB 65,AB 05,,41,1,,AB 05,
consonant-candidate,AB 57,AB 91,AB 75,,41,1,,AB 75,
consonant-candidate,AB 38,AB 91,AB 75,,41,1,,AB 75,
vowel-candidate,AB 03,AB 10,,AB 77,41,,29,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 31,AB 53,,AB 77,41,,27,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 31,AB 40,,AB 77,41,,25,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 70,AB 42,,AB 77,41,,51,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 05,AB 42,,AB 77,41,,51,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 07,AB 78,,AB 38,41,,20,,"AB 02, AB 05, AB 08, AB 10, AB 11"
vowel-candidate,AB 78,AB 68,,AB 38,41,,4,,"AB 03, AB 08, AB 38, AB 78"
vowel-candidate,AB 78,AB 65,,AB 38,41,,5,,"AB 08, AB 28, AB 38, AB 42, AB 72"
vowel-candidate,AB 75,AB 68,,AB 38,41,,6,,"AB 03, AB 08, AB 38, AB 69, AB 78"
vowel-candidate,AB 75,AB 65,,AB 38,41,,6,,"AB 08, AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 04,AB 29,,AB 36,41,,8,,"AB 01, AB 05, AB 08, AB 36, AB 44"
vowel-candidate,AB 11,AB 85,,AB 36,41,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 42,AB 62,,AB 59,41,,5,,"AB 07, AB 26, AB 59, AB 60, AB 78"
consonant-candidate,AB 60,AB 06,AB 12,,40,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 38,AB 42,AB 38,,40,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 20,AB 90,AB 38,,40,2,,"AB 36, AB 38",
consonant-candidate,AB 20,AB 07,AB 38,,40,10,,"AB 01, AB 02, AB 03, AB 36, AB 38",
consonant-candidate,AB 20,AB 30,AB 38,,40,9,,"AB 03, AB 05, AB 08, AB 36, AB 38",
consonant-candidate,AB 20,AB 81,AB 38,,40,12,,"AB 01, AB 02, AB 03, AB 04, AB 36",
consonant-candidate,AB 20,AB 16,AB 38,,40,11,,"AB 01, AB 02, AB 04, AB 05, AB 13",
consonant-candidate,AB 75,AB 41,AB 38,,40,34,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 83,AB 38,,40,5,,"AB 27, AB 36, AB 38, AB 57, AB 61",
consonant-candidate,AB 27,AB 32,AB 38,,40,25,,"AB 02, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 45,AB 46,AB 10,,40,17,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 78,AB 85,AB 59,,40,5,,"AB 04, AB 05, AB 44, AB 53, AB 59",
consonant-candidate,AB 78,AB 19,AB 59,,40,1,,AB 59,
consonant-candidate,AB 53,AB 71,AB 59,,40,2,,"AB 04, AB 59",
consonant-candidate,AB 75,AB 34,AB 59,,40,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 04,AB 91,AB 75,,40,1,,AB 75,
vowel-candidate,AB 03,AB 36,,AB 77,40,,39,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 14,,AB 77,40,,33,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 70,AB 53,,AB 77,40,,44,,"AB 02, AB 03, AB 04, AB 05, AB 07"
vowel-candidate,AB 70,AB 40,,AB 77,40,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 05,AB 53,,AB 77,40,,46,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 05,AB 40,,AB 77,40,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 68,,AB 38,40,,6,,"AB 03, AB 08, AB 38, AB 69, AB 78"
vowel-candidate,AB 04,AB 65,,AB 38,40,,6,,"AB 08, AB 28, AB 38, AB 42, AB 53"
vowel-candidate,AB 78,AB 20,,AB 38,40,,15,,"AB 02, AB 03, AB 06, AB 11, AB 31"
vowel-candidate,AB 78,AB 32,,AB 38,40,,22,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 75,AB 32,,AB 38,40,,26,,"AB 02, AB 03, AB 05, AB 06, AB 07"
vowel-candidate,AB 50,AB 32,,AB 02,40,,15,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 43,AB 32,,AB 02,40,,9,,"AB 02, AB 05, AB 06, AB 15, AB 28"
vowel-candidate,AB 01,AB 85,,AB 36,40,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 11,AB 91,,AB 61,40,,1,,AB 61
consonant-candidate,AB 45,AB 06,AB 12,,39,38,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 57,AB 06,AB 12,,39,45,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 12,AB 24,AB 38,,39,30,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 06,AB 24,AB 38,,39,32,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 75,AB 68,AB 38,,39,7,,"AB 08, AB 32, AB 36, AB 38, AB 60",
consonant-candidate,AB 39,AB 78,AB 38,,39,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 45,AB 78,AB 38,,39,30,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 41,AB 27,AB 38,,39,32,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 27,AB 83,AB 38,,39,4,,"AB 36, AB 38, AB 57, AB 61",
consonant-candidate,AB 20,AB 56,AB 70,,39,2,,"AB 01, AB 70",
consonant-candidate,AB 29,AB 80,AB 02,,39,10,,"AB 02, AB 04, AB 26, AB 27, AB 37",
consonant-candidate,AB 60,AB 21,AB 37,,39,11,,"AB 20, AB 36, AB 37, AB 41, AB 42",
consonant-candidate,AB 54,AB 87,AB 59,,39,1,,AB 59,
consonant-candidate,AB 03,AB 87,AB 59,,39,1,,AB 59,
consonant-candidate,AB 75,AB 85,AB 59,,39,5,,"AB 04, AB 05, AB 44, AB 53, AB 59",
consonant-candidate,AB 75,AB 19,AB 59,,39,1,,AB 59,
consonant-candidate,AB 06,AB 71,AB 59,,39,2,,"AB 04, AB 59",
consonant-candidate,AB 58,AB 35,AB 05,,39,2,,"AB 05, AB 67",
vowel-candidate,AB 03,AB 15,,AB 77,39,,27,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 30,,AB 77,39,,31,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 03,AB 11,,AB 77,39,,36,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 72,,AB 77,39,,32,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 31,AB 26,,AB 77,39,,17,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 27,AB 61,,AB 77,39,,42,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 61,AB 75,,AB 77,39,,39,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 04,AB 32,,AB 38,39,,25,,"AB 02, AB 03, AB 05, AB 06, AB 08"
vowel-candidate,AB 16,AB 17,,AB 02,39,,7,,"AB 02, AB 27, AB 36, AB 53, AB 57"
vowel-candidate,AB 17,AB 39,,AB 02,39,,9,,"AB 02, AB 07, AB 27, AB 28, AB 36"
vowel-candidate,AB 42,AB 85,,AB 36,39,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 73,AB 64,,AB 08,39,,1,,AB 08
vowel-candidate,AB 71,AB 36,,AB 73,39,,1,,AB 73
consonant-candidate,AB 04,AB 78,AB 38,,38,34,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 31,AB 38,,38,33,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 72,AB 38,,38,34,,"AB 01, AB 02, AB 04, AB 05, AB 07",
consonant-candidate,AB 53,AB 27,AB 38,,38,39,,"AB 03, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 67,AB 27,AB 38,,38,23,,"AB 02, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 27,AB 68,AB 38,,38,8,,"AB 08, AB 24, AB 32, AB 36, AB 38",
consonant-candidate,AB 27,AB 01,AB 38,,38,31,,"AB 02, AB 04, AB 05, AB 06, AB 10",
consonant-candidate,AB 69,AB 77,AB 70,,38,23,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 56,AB 31,AB 70,,38,7,,"AB 01, AB 28, AB 37, AB 52, AB 53",
consonant-candidate,AB 56,AB 58,AB 70,,38,4,,"AB 37, AB 53, AB 60, AB 70",
consonant-candidate,AB 36,AB 65,AB 05,,38,4,,"AB 05, AB 77, AB 78, AB 80",
consonant-candidate,AB 08,AB 64,AB 57,,38,1,,AB 57,
vowel-candidate,AB 56,AB 03,,AB 77,38,,14,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 03,AB 09,,AB 77,38,,22,,"AB 02, AB 04, AB 05, AB 06, AB 08"
vowel-candidate,AB 03,AB 57,,AB 77,38,,37,,"AB 02, AB 03, AB 04, AB 06, AB 07"
vowel-candidate,AB 03,AB 33,,AB 77,38,,4,,"AB 04, AB 38, AB 39, AB 77"
vowel-candidate,AB 03,AB 39,,AB 77,38,,36,,"AB 02, AB 04, AB 05, AB 06, AB 07"
vowel-candidate,AB 27,AB 75,,AB 77,38,,42,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 70,AB 26,,AB 77,38,,25,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 05,AB 26,,AB 77,38,,25,,"AB 02, AB 04, AB 05, AB 08, AB 10"
vowel-candidate,AB 08,AB 51,,AB 10,38,,13,,"AB 02, AB 04, AB 08, AB 10, AB 36"
vowel-candidate,AB 16,AB 74,,AB 02,38,,5,,"AB 02, AB 08, AB 36, AB 42, AB 61"
vowel-candidate,AB 32,AB 58,,AB 02,38,,9,,"AB 02, AB 05, AB 06, AB 36, AB 39"
vowel-candidate,AB 32,AB 55,,AB 02,38,,8,,"AB 02, AB 03, AB 08, AB 37, AB 42"
vowel-candidate,AB 39,AB 74,,AB 02,38,,6,,"AB 02, AB 08, AB 28, AB 36, AB 42"
vowel-candidate,AB 60,AB 85,,AB 36,38,,7,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 03,AB 29,,AB 36,38,,7,,"AB 05, AB 08, AB 36, AB 44, AB 45"
vowel-candidate,AB 16,AB 85,,AB 36,38,,6,,"AB 05, AB 36, AB 52, AB 57, AB 59"
vowel-candidate,AB 52,AB 62,,AB 59,38,,3,,"AB 26, AB 59, AB 60"
vowel-candidate,AB 72,AB 64,,AB 08,38,,1,,AB 08
consonant-candidate,AB 77,AB 06,AB 12,,37,40,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 12,AB 61,AB 38,,37,41,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 06,AB 61,AB 38,,37,42,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 77,AB 78,AB 38,,37,30,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 15,AB 24,AB 38,,37,32,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 24,AB 80,AB 38,,37,27,,"AB 01, AB 04, AB 05, AB 10, AB 14",
consonant-candidate,AB 24,AB 42,AB 38,,37,35,,"AB 01, AB 03, AB 04, AB 05, AB 08",
consonant-candidate,AB 40,AB 27,AB 38,,37,21,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 27,AB 31,AB 38,,37,33,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 27,AB 72,AB 38,,37,33,,"AB 02, AB 04, AB 05, AB 08, AB 09",
consonant-candidate,AB 28,AB 78,AB 38,,37,32,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 13,AB 74,AB 10,,37,5,,"AB 02, AB 05, AB 10, AB 37, AB 75",
consonant-candidate,AB 69,AB 15,AB 70,,37,22,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 76,AB 56,AB 70,,37,3,,"AB 37, AB 53, AB 70",
consonant-candidate,AB 56,AB 37,AB 70,,37,6,,"AB 01, AB 37, AB 52, AB 53, AB 60",
consonant-candidate,AB 56,AB 13,AB 70,,37,6,,"AB 28, AB 37, AB 52, AB 53, AB 60",
consonant-candidate,AB 56,AB 78,AB 70,,37,5,,"AB 01, AB 28, AB 53, AB 60, AB 70",
consonant-candidate,AB 59,AB 51,AB 02,,37,14,,"AB 02, AB 05, AB 06, AB 15, AB 26",
consonant-candidate,AB 04,AB 29,AB 02,,37,11,,"AB 02, AB 04, AB 26, AB 27, AB 37",
consonant-candidate,AB 54,AB 34,AB 59,,37,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 03,AB 34,AB 59,,37,3,,"AB 44, AB 59, AB 77",
consonant-candidate,AB 26,AB 71,AB 59,,37,2,,"AB 04, AB 59",
consonant-candidate,AB 75,AB 65,AB 05,,37,4,,"AB 05, AB 77, AB 78, AB 80",
vowel-candidate,AB 03,AB 55,,AB 77,37,,16,,"AB 02, AB 03, AB 08, AB 31, AB 37"
vowel-candidate,AB 03,AB 73,,AB 77,37,,26,,"AB 02, AB 04, AB 05, AB 07, AB 08"
vowel-candidate,AB 03,AB 50,,AB 77,37,,23,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 67,,AB 77,37,,31,,"AB 02, AB 03, AB 04, AB 05, AB 06"
vowel-candidate,AB 03,AB 23,,AB 77,37,,9,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 03,AB 69,,AB 77,37,,26,,"AB 02, AB 03, AB 04, AB 05, AB 08"
vowel-candidate,AB 03,AB 25,,AB 77,37,,21,,"AB 04, AB 05, AB 20, AB 24, AB 27"
vowel-candidate,AB 03,AB 20,,AB 77,37,,20,,"AB 02, AB 03, AB 06, AB 07, AB 11"
vowel-candidate,AB 38,AB 61,,AB 77,37,,45,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 61,AB 02,,AB 77,37,,42,,"AB 01, AB 02, AB 03, AB 04, AB 05"
vowel-candidate,AB 41,AB 51,,AB 10,37,,13,,"AB 02, AB 04, AB 08, AB 10, AB 36"
vowel-candidate,AB 16,AB 23,,AB 02,37,,6,,"AB 02, AB 05, AB 08, AB 31, AB 37"
vowel-candidate,AB 28,AB 17,,AB 02,37,,9,,"AB 02, AB 13, AB 27, AB 28, AB 36"
vowel-candidate,AB 60,AB 17,,AB 02,37,,12,,"AB 02, AB 07, AB 13, AB 27, AB 28"
vowel-candidate,AB 48,AB 13,,AB 37,37,,2,,"AB 37, AB 41"
vowel-candidate,AB 52,AB 29,,AB 36,37,,6,,"AB 01, AB 05, AB 08, AB 36, AB 57"
vowel-candidate,AB 15,AB 68,,AB 08,37,,4,,"AB 03, AB 08, AB 78, AB 81"
vowel-candidate,AB 55,AB 29,,AB 08,37,,5,,"AB 01, AB 08, AB 44, AB 51, AB 60"
vowel-candidate,AB 04,AB 64,,AB 08,37,,1,,AB 08
vowel-candidate,AB 75,AB 83,,AB 26,37,,2,,"AB 01, AB 26"
consonant-candidate,AB 30,AB 10,AB 12,,36,20,,"AB 03, AB 05, AB 07, AB 08, AB 12",
consonant-candidate,AB 38,AB 78,AB 38,,36,32,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 37,AB 38,,36,35,,"AB 01, AB 02, AB 03, AB 04, AB 05",
consonant-candidate,AB 75,AB 13,AB 38,,36,26,,"AB 02, AB 04, AB 05, AB 06, AB 08",
consonant-candidate,AB 75,AB 62,AB 38,,36,6,,"AB 27, AB 37, AB 38, AB 52, AB 53",
consonant-candidate,AB 03,AB 27,AB 38,,36,36,,"AB 02, AB 03, AB 04, AB 05, AB 06",
consonant-candidate,AB 27,AB 73,AB 38,,36,17,,"AB 03, AB 04, AB 05, AB 08, AB 17",
consonant-candidate,AB 13,AB 63,AB 10,,36,2,,"AB 04, AB 10",
consonant-candidate,AB 70,AB 46,AB 10,,36,19,,"AB 01, AB 02, AB 04, AB 05, AB 10",
consonant-candidate,AB 44,AB 22,AB 37,,36,2,,"AB 05, AB 37",
consonant-candidate,AB 02,AB 64,AB 36,,36,2,,"AB 36, AB 57",
consonant-candidate,AB 54,AB 85,AB 59,,36,6,,"AB 04, AB 05, AB 44, AB 45, AB 53",
consonant-candidate,AB 54,AB 19,AB 59,,36,1,,AB 59,
consonant-candidate,AB 03,AB 85,AB 59,,36,6,,"AB 04, AB 05, AB 44, AB 45, AB 53",
consonant-candidate,AB 03,AB 19,AB 59,,36,1,,AB 59,
consonant-candidate,AB 53,AB 87,AB 59,,36,1,,AB 59,
consonant-candidate,AB 57,AB 71,AB 59,,36,2,,"AB 04, AB 59",
consonant-candidate,AB 36,AB 35,AB 05,,36,2,,"AB 05, AB 67",
vowel-candidate,AB 31,AB 12,,AB 77,36,,26,,"AB 03, AB 04, AB 05, AB 06, AB 08"
