link_type,sign_a,sign_b,shared_following_sign,shared_preceding_sign,bigram_total,total_common_right,total_common_left,common_right_signs,common_left_signs
consonant-candidate,AB 66,AB 12,AB 51,,6,5,,"AB 01, AB 03, AB 26, AB 51, AB 59",
consonant-candidate,AB 12,AB 10,AB 51,,6,2,,"AB 51, AB 59",
consonant-candidate,AB 51,AB 90,AB 51,,6,1,,AB 51,
consonant-candidate,AB 45,AB 90,AB 51,,6,2,,"AB 51, AB 57",
consonant-candidate,AB 36,AB 47,AB 57,,6,7,,"AB 01, AB 03, AB 04, AB 26, AB 29",
consonant-candidate,AB 04,AB 47,AB 57,,6,7,,"AB 03, AB 04, AB 26, AB 29, AB 57",
consonant-candidate,AB 44,AB 29,AB 65,,6,6,,"AB 01, AB 14, AB 29, AB 59, AB 65",
consonant-candidate,AB 07,AB 12,AB 01,,6,1,,AB 01,
consonant-candidate,AB 56,AB 73,AB 01,,6,3,,"AB 01, AB 29, AB 30",
consonant-candidate,AB 76,AB 38,AB 08,,6,1,,AB 08,
consonant-candidate,AB 76,AB 51,AB 08,,6,1,,AB 08,
consonant-candidate,AB 76,AB 56,AB 08,,6,1,,AB 08,
consonant-candidate,AB 76,AB 49,AB 08,,6,1,,AB 08,
consonant-candidate,AB 76,AB 06,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 02,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 75,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 10,AB 08,,6,2,,"AB 08, AB 59",
consonant-candidate,AB 38,AB 77,AB 08,,6,2,,"AB 08, AB 59",
consonant-candidate,AB 38,AB 46,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 72,AB 08,,6,2,,"AB 08, AB 59",
consonant-candidate,AB 38,AB 87,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 59,AB 08,,6,3,,"AB 08, AB 14, AB 59",
consonant-candidate,AB 38,AB 58,AB 08,,6,2,,"AB 08, AB 59",
consonant-candidate,AB 38,AB 86,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 09,AB 08,,6,1,,AB 08,
consonant-candidate,AB 38,AB 78,AB 08,,6,1,,AB 08,
consonant-candidate,AB 75,AB 51,AB 08,,6,3,,"AB 08, AB 26, AB 29",
consonant-candidate,AB 75,AB 56,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 77,AB 51,AB 08,,6,4,,"AB 04, AB 08, AB 66, AB 73",
consonant-candidate,AB 77,AB 56,AB 08,,6,3,,"AB 04, AB 08, AB 30",
consonant-candidate,AB 77,AB 49,AB 08,,6,5,,"AB 04, AB 08, AB 30, AB 59, AB 66",
consonant-candidate,AB 77,AB 06,AB 08,,6,6,,"AB 04, AB 08, AB 30, AB 59, AB 66",
consonant-candidate,AB 51,AB 72,AB 08,,6,4,,"AB 08, AB 29, AB 66, AB 73",
consonant-candidate,AB 51,AB 87,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 51,AB 58,AB 08,,6,1,,AB 08,
consonant-candidate,AB 51,AB 86,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 51,AB 09,AB 08,,6,7,,"AB 03, AB 04, AB 08, AB 22f, AB 26",
consonant-candidate,AB 51,AB 78,AB 08,,6,1,,AB 08,
consonant-candidate,AB 56,AB 72,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 56,AB 87,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 56,AB 58,AB 08,,6,1,,AB 08,
consonant-candidate,AB 56,AB 86,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 56,AB 09,AB 08,,6,5,,"AB 04, AB 08, AB 30, AB 36, AB 49",
consonant-candidate,AB 56,AB 78,AB 08,,6,1,,AB 08,
consonant-candidate,AB 46,AB 06,AB 08,,6,4,,"AB 08, AB 30, AB 44, AB 49",
consonant-candidate,AB 49,AB 72,AB 08,,6,3,,"AB 08, AB 59, AB 66",
consonant-candidate,AB 49,AB 87,AB 08,,6,1,,AB 08,
consonant-candidate,AB 49,AB 58,AB 08,,6,2,,"AB 08, AB 59",
consonant-candidate,AB 49,AB 86,AB 08,,6,1,,AB 08,
consonant-candidate,AB 49,AB 09,AB 08,,6,9,,"AB 03, AB 04, AB 08, AB 26, AB 30",
consonant-candidate,AB 49,AB 78,AB 08,,6,1,,AB 08,
consonant-candidate,AB 72,AB 06,AB 08,,6,5,,"AB 08, AB 29, AB 59, AB 66, AB 73",
consonant-candidate,AB 87,AB 06,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 06,AB 58,AB 08,,6,2,,"AB 08, AB 59",
consonant-candidate,AB 06,AB 86,AB 08,,6,2,,"AB 08, AB 29",
consonant-candidate,AB 06,AB 78,AB 08,,6,1,,AB 08,
consonant-candidate,AB 65,AB 93,AB 45,,6,1,,AB 45,
consonant-candidate,AB 01,AB 93,AB 45,,6,1,,AB 45,
consonant-candidate,AB 51,AB 17,AB 45,,6,2,,"AB 22f, AB 45",
consonant-candidate,AB 17,AB 03,AB 45,,6,1,,AB 45,
consonant-candidate,AB 17,AB 62,AB 45,,6,1,,AB 45,
consonant-candidate,AB 17,AB 07,AB 45,,6,2,,"AB 22f, AB 45",
consonant-candidate,AB 30,AB 64,AB 45,,6,1,,AB 45,
consonant-candidate,AB 30,AB 93,AB 45,,6,1,,AB 45,
consonant-candidate,AB 45,AB 54,AB 04,,6,2,,"AB 04, AB 66",
consonant-candidate,AB 45,AB 33,AB 04,,6,1,,AB 04,
consonant-candidate,AB 02,AB 33,AB 04,,6,1,,AB 04,
consonant-candidate,AB 35,AB 34,AB 04,,6,2,,"AB 04, AB 30",
consonant-candidate,AB 33,AB 56,AB 04,,6,1,,AB 04,
consonant-candidate,AB 32,AB 37,AB 03,,6,1,,AB 03,
consonant-candidate,AB 22f,AB 85,AB 36,,6,1,,AB 36,
consonant-candidate,AB 22f,AB 37,AB 36,,6,1,,AB 36,
consonant-candidate,AB 22f,AB 69,AB 36,,6,1,,AB 36,
consonant-candidate,AB 22f,AB 68,AB 36,,6,1,,AB 36,
consonant-candidate,AB 31,AB 02,AB 36,,6,1,,AB 36,
consonant-candidate,AB 31,AB 04,AB 36,,6,1,,AB 36,
consonant-candidate,AB 31,AB 62,AB 36,,6,1,,AB 36,
consonant-candidate,AB 31,AB 63,AB 36,,6,1,,AB 36,
consonant-candidate,AB 31,AB 09,AB 36,,6,1,,AB 36,
consonant-candidate,AB 24,AB 68,AB 36,,6,1,,AB 36,
consonant-candidate,AB 24,AB 14,AB 36,,6,2,,"AB 26, AB 36",
consonant-candidate,AB 63,AB 09,AB 36,,6,2,,"AB 36, AB 49",
consonant-candidate,AB 04,AB 61,AB 29,,6,2,,"AB 29, AB 73",
consonant-candidate,AB 44,AB 72,AB 29,,6,4,,"AB 29, AB 59, AB 66, AB 73",
consonant-candidate,AB 44,AB 61,AB 29,,6,2,,"AB 29, AB 73",
consonant-candidate,AB 44,AB 75,AB 29,,6,1,,AB 29,
consonant-candidate,AB 44,AB 71,AB 29,,6,3,,"AB 29, AB 66, AB 71",
consonant-candidate,AB 72,AB 07,AB 29,,6,1,,AB 29,
consonant-candidate,AB 64,AB 02,AB 29,,6,2,,"AB 29, AB 44",
consonant-candidate,AB 64,AB 14,AB 29,,6,1,,AB 29,
consonant-candidate,AB 64,AB 86,AB 29,,6,1,,AB 29,
consonant-candidate,AB 64,AB 88,AB 29,,6,1,,AB 29,
consonant-candidate,AB 45,AB 61,AB 29,,6,1,,AB 29,
consonant-candidate,AB 45,AB 71,AB 29,,6,3,,"AB 26, AB 29, AB 66",
consonant-candidate,AB 02,AB 88,AB 29,,6,2,,"AB 29, AB 87",
consonant-candidate,AB 32,AB 88,AB 29,,6,2,,"AB 26, AB 29",
consonant-candidate,AB 61,AB 07,AB 29,,6,1,,AB 29,
consonant-candidate,AB 75,AB 07,AB 29,,6,1,,AB 29,
consonant-candidate,AB 14,AB 86,AB 29,,6,1,,AB 29,
consonant-candidate,AB 14,AB 88,AB 29,,6,3,,"AB 26, AB 29, AB 87",
consonant-candidate,AB 29,AB 71,AB 29,,6,3,,"AB 26, AB 29, AB 66",
consonant-candidate,AB 06,AB 71,AB 29,,6,3,,"AB 26, AB 29, AB 66",
consonant-candidate,AB 86,AB 88,AB 29,,6,1,,AB 29,
consonant-candidate,AB 46,AB 73,AB 44,,6,2,,"AB 30, AB 44",
consonant-candidate,AB 06,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 73,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 02,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 62,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 57,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 64,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 52,AB 83,AB 44,,6,1,,AB 44,
consonant-candidate,AB 83,AB 51,AB 44,,6,1,,AB 44,
consonant-candidate,AB 29,AB 53,AB 59,,6,1,,AB 59,
consonant-candidate,AB 12,AB 53,AB 59,,6,1,,AB 59,
consonant-candidate,AB 12,AB 72,AB 59,,6,1,,AB 59,
consonant-candidate,AB 12,AB 77,AB 59,,6,1,,AB 59,
consonant-candidate,AB 12,AB 58,AB 59,,6,1,,AB 59,
consonant-candidate,AB 50,AB 38,AB 59,,6,1,,AB 59,
consonant-candidate,AB 24,AB 88,AB 26,,6,1,,AB 26,
consonant-candidate,AB 71,AB 12,AB 26,,6,1,,AB 26,
consonant-candidate,AB 35,AB 05,AB 26,,6,1,,AB 26,
consonant-candidate,AB 29,AB 05,AB 26,,6,2,,"AB 26, AB 66",
consonant-candidate,AB 88,AB 59,AB 26,,6,1,,AB 26,
consonant-candidate,AB 88,AB 05,AB 26,,6,1,,AB 26,
consonant-candidate,AB 66,AB 05,AB 26,,6,2,,"AB 26, AB 66",
consonant-candidate,AB 30,AB 05,AB 26,,6,1,,AB 26,
consonant-candidate,AB 09,AB 05,AB 26,,6,2,,"AB 26, AB 66",
consonant-candidate,AB 08,AB 05,AB 26,,6,2,,"AB 26, AB 66",
consonant-candidate,AB 05,AB 14,AB 26,,6,1,,AB 26,
consonant-candidate,AB 05,AB 75,AB 26,,6,1,,AB 26,
consonant-candidate,AB 77,AB 13,AB 30,,6,1,,AB 30,
consonant-candidate,AB 13,AB 09,AB 30,,6,1,,AB 30,
consonant-candidate,AB 36,AB 55,AB 30,,6,1,,AB 30,
consonant-candidate,AB 26,AB 55,AB 30,,6,1,,AB 30,
consonant-candidate,AB 04,AB 55,AB 30,,6,2,,"AB 30, AB 73",
consonant-candidate,AB 02,AB 55,AB 30,,6,2,,"AB 30, AB 73",
consonant-candidate,AB 71,AB 57,AB 66,,6,1,,AB 66,
consonant-candidate,AB 71,AB 22f,AB 66,,6,1,,AB 66,
consonant-candidate,AB 08,AB 98,AB 66,,6,1,,AB 66,
consonant-candidate,AB 08,AB 40,AB 66,,6,1,,AB 66,
consonant-candidate,AB 98,AB 57,AB 66,,6,1,,AB 66,
consonant-candidate,AB 98,AB 06,AB 66,,6,1,,AB 66,
consonant-candidate,AB 98,AB 22f,AB 66,,6,1,,AB 66,
consonant-candidate,AB 98,AB 49,AB 66,,6,1,,AB 66,
consonant-candidate,AB 57,AB 05,AB 66,,6,1,,AB 66,
consonant-candidate,AB 57,AB 40,AB 66,,6,1,,AB 66,
consonant-candidate,AB 89,AB 22f,AB 66,,6,1,,AB 66,
consonant-candidate,AB 22f,AB 05,AB 66,,6,1,,AB 66,
consonant-candidate,AB 22f,AB 40,AB 66,,6,1,,AB 66,
consonant-candidate,AB 49,AB 40,AB 66,,6,1,,AB 66,
consonant-candidate,AB 113,AB 12,AB 14,,6,1,,AB 14,
consonant-candidate,AB 113,AB 38,AB 14,,6,1,,AB 14,
consonant-candidate,AB 113,AB 44,AB 14,,6,1,,AB 14,
consonant-candidate,AB 113,AB 59,AB 14,,6,1,,AB 14,
consonant-candidate,AB 72,AB 17,AB 72,,6,1,,AB 72,
consonant-candidate,AB 51,AB 55,AB 73,,6,1,,AB 73,
consonant-candidate,AB 22f,AB 55,AB 73,,6,1,,AB 73,
consonant-candidate,AB 90,AB 14,AB 87,,6,1,,AB 87,
consonant-candidate,AB 90,AB 87,AB 87,,6,1,,AB 87,
vowel-candidate,AB 61,AB 43,,AB 63,6,,2,,"AB 30, AB 63"
vowel-candidate,AB 61,AB 57,,AB 63,6,,1,,AB 63
vowel-candidate,AB 61,AB 56,,AB 63,6,,3,,"AB 26, AB 32, AB 63"
vowel-candidate,AB 61,AB 62,,AB 63,6,,3,,"AB 26, AB 32, AB 63"
vowel-candidate,AB 61,AB 38,,AB 63,6,,2,,"AB 26, AB 63"
vowel-candidate,AB 61,AB 49,,AB 63,6,,4,,"AB 26, AB 30, AB 32, AB 63"
vowel-candidate,AB 52,AB 45,,AB 63,6,,10,,"AB 01, AB 03, AB 07, AB 08, AB 30"
vowel-candidate,AB 52,AB 36,,AB 63,6,,10,,"AB 01, AB 06, AB 07, AB 08, AB 36"
vowel-candidate,AB 32,AB 43,,AB 63,6,,1,,AB 63
vowel-candidate,AB 32,AB 57,,AB 63,6,,9,,"AB 06, AB 08, AB 24, AB 47, AB 52"
vowel-candidate,AB 32,AB 56,,AB 63,6,,15,,"AB 06, AB 08, AB 10, AB 13, AB 22f"
vowel-candidate,AB 32,AB 62,,AB 63,6,,10,,"AB 06, AB 08, AB 26, AB 32, AB 34"
vowel-candidate,AB 32,AB 38,,AB 63,6,,6,,"AB 03, AB 10, AB 26, AB 51, AB 56"
vowel-candidate,AB 32,AB 49,,AB 63,6,,12,,"AB 03, AB 06, AB 08, AB 24, AB 26"
vowel-candidate,AB 45,AB 36,,AB 63,6,,8,,"AB 01, AB 04, AB 07, AB 08, AB 56"
vowel-candidate,AB 63,AB 38,,AB 10,6,,1,,AB 10
vowel-candidate,AB 113,AB 31,,AB 10,6,,1,,AB 10
vowel-candidate,AB 113,AB 51,,AB 10,6,,1,,AB 10
vowel-candidate,AB 113,AB 42,,AB 10,6,,1,,AB 10
vowel-candidate,AB 38,AB 08,,AB 10,6,,5,,"AB 03, AB 10, AB 45, AB 51, AB 56"
vowel-candidate,AB 38,AB 59,,AB 10,6,,3,,"AB 10, AB 26, AB 45"
vowel-candidate,AB 38,AB 07,,AB 10,6,,6,,"AB 03, AB 07, AB 10, AB 26, AB 51"
vowel-candidate,AB 31,AB 51,,AB 10,6,,1,,AB 10
vowel-candidate,AB 31,AB 42,,AB 10,6,,1,,AB 10
vowel-candidate,AB 51,AB 42,,AB 10,6,,1,,AB 10
vowel-candidate,AB 65,AB 01,,AB 56,6,,15,,"AB 01, AB 02, AB 03, AB 06, AB 07"
vowel-candidate,AB 65,AB 08,,AB 56,6,,11,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 65,AB 32,,AB 56,6,,10,,"AB 03, AB 06, AB 08, AB 32, AB 47"
vowel-candidate,AB 65,AB 04,,AB 56,6,,15,,"AB 01, AB 02, AB 03, AB 04, AB 06"
vowel-candidate,AB 01,AB 96,,AB 56,6,,1,,AB 56
vowel-candidate,AB 01,AB 38,,AB 56,6,,6,,"AB 03, AB 07, AB 26, AB 45, AB 51"
vowel-candidate,AB 01,AB 57,,AB 56,6,,8,,"AB 06, AB 08, AB 36, AB 45, AB 47"
vowel-candidate,AB 01,AB 06,,AB 56,6,,13,,"AB 01, AB 06, AB 07, AB 08, AB 26"
vowel-candidate,AB 01,AB 07,,AB 56,6,,10,,"AB 03, AB 07, AB 08, AB 23, AB 26"
vowel-candidate,AB 01,AB 13,,AB 56,6,,6,,"AB 03, AB 22f, AB 26, AB 49, AB 51"
vowel-candidate,AB 01,AB 36,,AB 56,6,,14,,"AB 01, AB 02, AB 06, AB 07, AB 08"
vowel-candidate,AB 01,AB 34,,AB 56,6,,7,,"AB 26, AB 29, AB 36, AB 49, AB 51"
vowel-candidate,AB 01,AB 49,,AB 56,6,,14,,"AB 03, AB 06, AB 07, AB 08, AB 23"
vowel-candidate,AB 01,AB 29,,AB 56,6,,16,,"AB 01, AB 02, AB 06, AB 07, AB 08"
vowel-candidate,AB 96,AB 08,,AB 56,6,,1,,AB 56
vowel-candidate,AB 96,AB 32,,AB 56,6,,2,,"AB 13, AB 56"
vowel-candidate,AB 96,AB 04,,AB 56,6,,1,,AB 56
vowel-candidate,AB 38,AB 04,,AB 56,6,,5,,"AB 03, AB 07, AB 45, AB 51, AB 56"
vowel-candidate,AB 08,AB 57,,AB 56,6,,8,,"AB 04, AB 06, AB 24, AB 36, AB 45"
vowel-candidate,AB 08,AB 13,,AB 56,6,,7,,"AB 03, AB 04, AB 22f, AB 49, AB 51"
vowel-candidate,AB 08,AB 36,,AB 56,6,,14,,"AB 01, AB 02, AB 04, AB 06, AB 09"
vowel-candidate,AB 08,AB 34,,AB 56,6,,8,,"AB 04, AB 24, AB 29, AB 36, AB 46"
vowel-candidate,AB 08,AB 49,,AB 56,6,,16,,"AB 03, AB 04, AB 06, AB 09, AB 24"
vowel-candidate,AB 08,AB 29,,AB 56,6,,14,,"AB 01, AB 02, AB 04, AB 06, AB 29"
vowel-candidate,AB 32,AB 13,,AB 56,6,,7,,"AB 03, AB 13, AB 22f, AB 26, AB 49"
vowel-candidate,AB 32,AB 34,,AB 56,6,,6,,"AB 24, AB 26, AB 49, AB 51, AB 56"
vowel-candidate,AB 32,AB 29,,AB 56,6,,7,,"AB 06, AB 08, AB 32, AB 47, AB 51"
vowel-candidate,AB 57,AB 04,,AB 56,6,,8,,"AB 04, AB 06, AB 24, AB 36, AB 45"
vowel-candidate,AB 56,AB 23,,AB 56,6,,11,,"AB 01, AB 06, AB 08, AB 13, AB 32"
vowel-candidate,AB 56,AB 47,,AB 56,6,,6,,"AB 13, AB 32, AB 49, AB 56, AB 59"
vowel-candidate,AB 06,AB 04,,AB 56,6,,13,,"AB 01, AB 06, AB 07, AB 24, AB 29"
vowel-candidate,AB 07,AB 04,,AB 56,6,,13,,"AB 03, AB 04, AB 07, AB 23, AB 24"
vowel-candidate,AB 23,AB 47,,AB 56,6,,5,,"AB 13, AB 32, AB 49, AB 56, AB 62"
vowel-candidate,AB 13,AB 04,,AB 56,6,,6,,"AB 03, AB 04, AB 22f, AB 49, AB 51"
vowel-candidate,AB 36,AB 04,,AB 56,6,,15,,"AB 01, AB 02, AB 04, AB 06, AB 07"
vowel-candidate,AB 34,AB 04,,AB 56,6,,7,,"AB 04, AB 24, AB 29, AB 36, AB 49"
vowel-candidate,AB 49,AB 04,,AB 56,6,,17,,"AB 03, AB 04, AB 06, AB 07, AB 09"
vowel-candidate,AB 04,AB 29,,AB 56,6,,12,,"AB 01, AB 02, AB 04, AB 06, AB 07"
vowel-candidate,AB 07,AB 28,,AB 50,6,,1,,AB 50
vowel-candidate,AB 07,AB 43,,AB 50,6,,1,,AB 50
vowel-candidate,AB 28,AB 30,,AB 50,6,,2,,"AB 44, AB 50"
vowel-candidate,AB 28,AB 43,,AB 50,6,,1,,AB 50
vowel-candidate,AB 28,AB 59,,AB 50,6,,2,,"AB 44, AB 50"
vowel-candidate,AB 30,AB 43,,AB 50,6,,3,,"AB 02, AB 30, AB 50"
vowel-candidate,AB 30,AB 59,,AB 50,6,,12,,"AB 04, AB 06, AB 08, AB 24, AB 26"
vowel-candidate,AB 43,AB 59,,AB 50,6,,2,,"AB 30, AB 50"
vowel-candidate,AB 01,AB 22f,,AB 07,6,,6,,"AB 07, AB 08, AB 23, AB 44, AB 51"
vowel-candidate,AB 01,AB 48,,AB 07,6,,5,,"AB 01, AB 07, AB 08, AB 66, AB 73"
vowel-candidate,AB 01,AB 18,,AB 07,6,,1,,AB 07
vowel-candidate,AB 22f,AB 38,,AB 07,6,,2,,"AB 07, AB 51"
vowel-candidate,AB 22f,AB 29,,AB 07,6,,4,,"AB 07, AB 08, AB 44, AB 51"
vowel-candidate,AB 48,AB 38,,AB 07,6,,1,,AB 07
vowel-candidate,AB 48,AB 29,,AB 07,6,,5,,"AB 01, AB 07, AB 08, AB 66, AB 73"
vowel-candidate,AB 18,AB 38,,AB 07,6,,1,,AB 07
vowel-candidate,AB 18,AB 29,,AB 07,6,,1,,AB 07
vowel-candidate,AB 51,AB 66,,AB 66,6,,14,,"AB 01, AB 03, AB 04, AB 08, AB 23"
vowel-candidate,AB 66,AB 23,,AB 66,6,,11,,"AB 01, AB 06, AB 08, AB 32, AB 44"
vowel-candidate,AB 66,AB 09,,AB 66,6,,7,,"AB 03, AB 08, AB 26, AB 49, AB 62"
vowel-candidate,AB 66,AB 06,,AB 66,6,,13,,"AB 01, AB 06, AB 08, AB 24, AB 26"
vowel-candidate,AB 66,AB 57,,AB 66,6,,7,,"AB 04, AB 06, AB 08, AB 24, AB 45"
vowel-candidate,AB 66,AB 52,,AB 66,6,,9,,"AB 01, AB 03, AB 06, AB 08, AB 44"
vowel-candidate,AB 66,AB 32,,AB 66,6,,12,,"AB 03, AB 06, AB 08, AB 22f, AB 24"
vowel-candidate,AB 50,AB 48,,AB 08,6,,2,,"AB 01, AB 08"
vowel-candidate,AB 50,AB 22f,,AB 08,6,,3,,"AB 08, AB 57, AB 65"
vowel-candidate,AB 50,AB 32,,AB 08,6,,4,,"AB 06, AB 08, AB 49, AB 65"
vowel-candidate,AB 66,AB 39,,AB 08,6,,2,,"AB 08, AB 51"
vowel-candidate,AB 66,AB 56,,AB 08,6,,17,,"AB 01, AB 02, AB 04, AB 06, AB 08"
vowel-candidate,AB 66,AB 85,,AB 08,6,,4,,"AB 04, AB 08, AB 26, AB 44"
vowel-candidate,AB 26,AB 07,,AB 08,6,,13,,"AB 03, AB 04, AB 08, AB 23, AB 24"
vowel-candidate,AB 06,AB 39,,AB 08,6,,2,,"AB 08, AB 51"
vowel-candidate,AB 06,AB 85,,AB 08,6,,2,,"AB 08, AB 26"
vowel-candidate,AB 54,AB 07,,AB 08,6,,5,,"AB 08, AB 24, AB 32, AB 52, AB 65"
vowel-candidate,AB 39,AB 07,,AB 08,6,,2,,"AB 08, AB 51"
vowel-candidate,AB 85,AB 07,,AB 08,6,,3,,"AB 04, AB 08, AB 26"
vowel-candidate,AB 22f,AB 32,,AB 08,6,,5,,"AB 08, AB 51, AB 52, AB 59, AB 65"
vowel-candidate,AB 06,AB 58,,AB 52,6,,1,,AB 52
vowel-candidate,AB 06,AB 79,,AB 52,6,,2,,"AB 36, AB 52"
vowel-candidate,AB 63,AB 66,,AB 52,6,,6,,"AB 01, AB 06, AB 09, AB 23, AB 40"
vowel-candidate,AB 63,AB 57,,AB 52,6,,2,,"AB 06, AB 52"
vowel-candidate,AB 56,AB 58,,AB 52,6,,1,,AB 52
vowel-candidate,AB 56,AB 79,,AB 52,6,,2,,"AB 36, AB 52"
vowel-candidate,AB 49,AB 58,,AB 52,6,,1,,AB 52
vowel-candidate,AB 49,AB 79,,AB 52,6,,2,,"AB 36, AB 52"
vowel-candidate,AB 63,AB 50,,AB 06,6,,2,,"AB 01, AB 06"
vowel-candidate,AB 63,AB 73,,AB 06,6,,2,,"AB 06, AB 55"
vowel-candidate,AB 50,AB 73,,AB 06,6,,1,,AB 06
vowel-candidate,AB 73,AB 56,,AB 06,6,,5,,"AB 02, AB 04, AB 06, AB 22f, AB 24"
vowel-candidate,AB 73,AB 59,,AB 06,6,,7,,"AB 04, AB 06, AB 22f, AB 24, AB 44"
vowel-candidate,AB 73,AB 49,,AB 06,6,,4,,"AB 04, AB 06, AB 24, AB 51"
vowel-candidate,AB 23,AB 17,,AB 06,6,,3,,"AB 06, AB 49, AB 57"
vowel-candidate,AB 23,AB 53,,AB 06,6,,1,,AB 06
vowel-candidate,AB 29,AB 17,,AB 06,6,,1,,AB 06
vowel-candidate,AB 29,AB 53,,AB 06,6,,1,,AB 06
vowel-candidate,AB 17,AB 66,,AB 06,6,,3,,"AB 06, AB 49, AB 57"
vowel-candidate,AB 17,AB 26,,AB 06,6,,2,,"AB 06, AB 49"
vowel-candidate,AB 17,AB 08,,AB 06,6,,2,,"AB 06, AB 49"
vowel-candidate,AB 66,AB 53,,AB 06,6,,1,,AB 06
vowel-candidate,AB 26,AB 53,,AB 06,6,,1,,AB 06
vowel-candidate,AB 53,AB 08,,AB 06,6,,1,,AB 06
vowel-candidate,AB 10,AB 07,,AB 62,6,,4,,"AB 24, AB 49, AB 62, AB 65"
vowel-candidate,AB 10,AB 45,,AB 62,6,,4,,"AB 01, AB 30, AB 62, AB 65"
vowel-candidate,AB 10,AB 13,,AB 62,6,,2,,"AB 49, AB 62"
vowel-candidate,AB 10,AB 51,,AB 62,6,,7,,"AB 01, AB 12, AB 24, AB 29, AB 49"
vowel-candidate,AB 09,AB 71,,AB 62,6,,3,,"AB 03, AB 49, AB 62"
vowel-candidate,AB 49,AB 35,,AB 23,6,,1,,AB 23
vowel-candidate,AB 01,AB 12,,AB 23,6,,2,,"AB 01, AB 23"
vowel-candidate,AB 12,AB 26,,AB 23,6,,3,,"AB 01, AB 23, AB 30"
vowel-candidate,AB 12,AB 30,,AB 23,6,,2,,"AB 23, AB 30"
vowel-candidate,AB 35,AB 62,,AB 23,6,,1,,AB 23
vowel-candidate,AB 26,AB 77,,AB 24,6,,4,,"AB 04, AB 24, AB 29, AB 30"
vowel-candidate,AB 10,AB 55,,AB 24,6,,1,,AB 24
vowel-candidate,AB 77,AB 55,,AB 24,6,,1,,AB 24
vowel-candidate,AB 77,AB 36,,AB 24,6,,4,,"AB 02, AB 04, AB 24, AB 29"
vowel-candidate,AB 77,AB 49,,AB 24,6,,4,,"AB 04, AB 24, AB 29, AB 30"
vowel-candidate,AB 56,AB 55,,AB 24,6,,1,,AB 24
vowel-candidate,AB 55,AB 73,,AB 24,6,,1,,AB 24
vowel-candidate,AB 55,AB 06,,AB 24,6,,2,,"AB 24, AB 45"
vowel-candidate,AB 55,AB 02,,AB 24,6,,1,,AB 24
vowel-candidate,AB 55,AB 03,,AB 24,6,,1,,AB 24
vowel-candidate,AB 55,AB 34,,AB 24,6,,1,,AB 24
vowel-candidate,AB 52,AB 37,,AB 51,6,,1,,AB 51
vowel-candidate,AB 45,AB 73,,AB 51,6,,3,,"AB 04, AB 44, AB 51"
vowel-candidate,AB 32,AB 37,,AB 51,6,,2,,"AB 26, AB 51"
vowel-candidate,AB 08,AB 37,,AB 51,6,,2,,"AB 04, AB 51"
vowel-candidate,AB 04,AB 39,,AB 51,6,,1,,AB 51
vowel-candidate,AB 51,AB 37,,AB 51,6,,3,,"AB 04, AB 26, AB 51"
vowel-candidate,AB 37,AB 22f,,AB 51,6,,1,,AB 51
vowel-candidate,AB 37,AB 39,,AB 51,6,,1,,AB 51
vowel-candidate,AB 22f,AB 13,,AB 51,6,,1,,AB 51
vowel-candidate,AB 22f,AB 47,,AB 51,6,,2,,"AB 51, AB 59"
vowel-candidate,AB 39,AB 13,,AB 51,6,,1,,AB 51
vowel-candidate,AB 39,AB 47,,AB 51,6,,1,,AB 51
vowel-candidate,AB 39,AB 38,,AB 51,6,,1,,AB 51
vowel-candidate,AB 44,AB 46,,AB 49,6,,2,,"AB 49, AB 64"
vowel-candidate,AB 51,AB 17,,AB 49,6,,1,,AB 49
vowel-candidate,AB 62,AB 46,,AB 49,6,,1,,AB 49
vowel-candidate,AB 17,AB 09,,AB 49,6,,1,,AB 49
vowel-candidate,AB 10,AB 46,,AB 49,6,,2,,"AB 49, AB 85"
vowel-candidate,AB 50,AB 46,,AB 49,6,,1,,AB 49
vowel-candidate,AB 32,AB 46,,AB 49,6,,1,,AB 49
vowel-candidate,AB 57,AB 69,,AB 36,6,,1,,AB 36
