n,gram,count,probability,type
2,1 𐄇,53,0.00569403,transliteration
2,? 𐝫,50,0.00537172,transliteration
2,𐝫 ?,37,0.00397508,transliteration
2,vase 𐝫,32,0.00343790,transliteration
2,𐝫 𐄁,30,0.00322303,transliteration
2,𐄁 𐄁,28,0.00300817,transliteration
2,𐄁 I,27,0.00290073,transliteration
2,𐄁 JA,27,0.00290073,transliteration
2,1 𐝫,26,0.00279330,transliteration
2,2 𐄈,26,0.00279330,transliteration
2,𐄁 𐝫,26,0.00279330,transliteration
2,TE 𐄁,25,0.00268586,transliteration
2,KU RO,24,0.00257843,transliteration
2,¹⁄₂ 𐝆,23,0.00247099,transliteration
2,JA 𐄁,23,0.00247099,transliteration
2,𐄁 A,22,0.00236356,transliteration
2,𐄁 TE,21,0.00225612,transliteration
2,SA RA,21,0.00225612,transliteration
2,TA I,20,0.00214869,transliteration
2,𐄇 𐝫,20,0.00214869,transliteration
2,𐄉 𐝫,19,0.00204125,transliteration
2,4 𐄊,19,0.00204125,transliteration
2,SA RA₂,19,0.00204125,transliteration
2,A TA,19,0.00204125,transliteration
2,TI 𐄁,18,0.00193382,transliteration
2,𐝫 —,18,0.00193382,transliteration
2,3 𐄉,18,0.00193382,transliteration
2,10 𐄐,18,0.00193382,transliteration
2,𐝫 vase,18,0.00193382,transliteration
2,SA SA,18,0.00193382,transliteration
2,RA 𐄁,17,0.00182639,transliteration
2,vase vase,17,0.00182639,transliteration
2,RE 1,16,0.00171895,transliteration
2,𐄁 GRA,16,0.00171895,transliteration
2,NA SI,16,0.00171895,transliteration
2,2 𐝫,16,0.00171895,transliteration
2,I *301,16,0.00171895,transliteration
2,JA SA,16,0.00171895,transliteration
2,TA NA,15,0.00161152,transliteration
2,SI 𐄁,15,0.00161152,transliteration
2,WA JA,14,0.00150408,transliteration
2,5 𐄋,14,0.00150408,transliteration
2,A DU,14,0.00150408,transliteration
2,*301 WA,14,0.00150408,transliteration
2,𐄁 SA,13,0.00139665,transliteration
2,KA NA,13,0.00139665,transliteration
2,RE 𐄁,13,0.00139665,transliteration
2,𐝫 1,13,0.00139665,transliteration
2,𐝫 KU,13,0.00139665,transliteration
2,RA ME,13,0.00139665,transliteration
2,U NA,13,0.00139665,transliteration
2,I DA,13,0.00139665,transliteration
2,𐄈 𐝫,12,0.00128921,transliteration
2,DA RE,12,0.00128921,transliteration
2,NA 𐄁,12,0.00128921,transliteration
2,≈ ¹⁄₆,12,0.00128921,transliteration
2,? ?,12,0.00128921,transliteration
2,MI NA,12,0.00128921,transliteration
2,DU 𐄁,12,0.00128921,transliteration
2,𐝫 NI,12,0.00128921,transliteration
2,KI RO,11,0.00118178,transliteration
2,𐄁 VIR+[?],11,0.00118178,transliteration
2,RO 𐄁,11,0.00118178,transliteration
2,6 𐄌,11,0.00118178,transliteration
2,3 𐝫,11,0.00118178,transliteration
2,— 𐝫,11,0.00118178,transliteration
2,𐄌 𐝫,11,0.00118178,transliteration
2,1 KU,11,0.00118178,transliteration
2,𐝫 SI,10,0.00107434,transliteration
2,𐝫 ta?,10,0.00107434,transliteration
2,𐄁 DA,10,0.00107434,transliteration
2,NE 𐄁,10,0.00107434,transliteration
2,KU PA,10,0.00107434,transliteration
2,𐄁 KU,10,0.00107434,transliteration
2,4 𐝫,10,0.00107434,transliteration
2,𐄁 U,10,0.00107434,transliteration
2,𐝫 𐄈,10,0.00107434,transliteration
2,𐝫 [?],10,0.00107434,transliteration
2,𐄋 𐝫,10,0.00107434,transliteration
2,𐝫 2,10,0.00107434,transliteration
2,𐝫 𐄉,10,0.00107434,transliteration
2,JA ?,10,0.00107434,transliteration
2,A RA,9,0.00096691,transliteration
2,RU 𐄁,9,0.00096691,transliteration
2,𐄊 𐝫,9,0.00096691,transliteration
2,𐄁 NI,9,0.00096691,transliteration
2,30 𐄒,9,0.00096691,transliteration
2,NA KA,9,0.00096691,transliteration
2,[?] 𐝫,9,0.00096691,transliteration
2,TA 𐄁,9,0.00096691,transliteration
2,RU MA,9,0.00096691,transliteration
2,𐝫 A,9,0.00096691,transliteration
2,CYP 𐝫,9,0.00096691,transliteration
2,6 𐝫,9,0.00096691,transliteration
2,MA 𐄁,9,0.00096691,transliteration
2,SI RU,9,0.00096691,transliteration
2,¹⁄₄ 𐝫,9,0.00096691,transliteration
2,DI KI,9,0.00096691,transliteration
2,I PI,9,0.00096691,transliteration
2,CYP+D ¹⁄₂,9,0.00096691,transliteration
2,| |,9,0.00096691,transliteration
2,𐄁 KI,8,0.00085948,transliteration
2,KU PA₃,8,0.00085948,transliteration
2,KI RE,8,0.00085948,transliteration
2,A RE,8,0.00085948,transliteration
2,TI 1,8,0.00085948,transliteration
2,1 ¹⁄₂,8,0.00085948,transliteration
2,JA RE,8,0.00085948,transliteration
2,𐄁 VIN,8,0.00085948,transliteration
2,DI NA,8,0.00085948,transliteration
2,2 ¹⁄₂,8,0.00085948,transliteration
2,NI 1,8,0.00085948,transliteration
2,RE ZA,8,0.00085948,transliteration
2,ta? ro,8,0.00085948,transliteration
2,? 𐄐,8,0.00085948,transliteration
2,RA₂ GRA,8,0.00085948,transliteration
2,? 𐄇,8,0.00085948,transliteration
2,NA 1,8,0.00085948,transliteration
2,𐝫 RE,8,0.00085948,transliteration
2,𐝫 5,8,0.00085948,transliteration
2,𐄇 1,8,0.00085948,transliteration
2,𐝫 DA,8,0.00085948,transliteration
2,PA JA,8,0.00085948,transliteration
2,double mina,8,0.00085948,transliteration
2,I 𐄁,8,0.00085948,transliteration
2,? 𐄈,8,0.00085948,transliteration
2,𐝫 𐄇,8,0.00085948,transliteration
2,𐄈 vase,8,0.00085948,transliteration
2,RU TE,8,0.00085948,transliteration
2,JA 𐘱,8,0.00085948,transliteration
2,I RA₂,8,0.00085948,transliteration
2,SI KA,8,0.00085948,transliteration
2,I NA,8,0.00085948,transliteration
2,a 𐝫,8,0.00085948,transliteration
2,RU 1,7,0.00075204,transliteration
2,PA 𐄁,7,0.00075204,transliteration
2,𐄁 PA,7,0.00075204,transliteration
2,KU NI,7,0.00075204,transliteration
2,𐄁 DI,7,0.00075204,transliteration
2,¹⁄₁₆ 𐝇,7,0.00075204,transliteration
2,𐄍 𐝫,7,0.00075204,transliteration
2,MI DA,7,0.00075204,transliteration
2,DA 𐄁,7,0.00075204,transliteration
2,7 𐄍,7,0.00075204,transliteration
2,KA 𐄁,7,0.00075204,transliteration
2,𐝫 KI,7,0.00075204,transliteration
2,RA₂ 𐄁,7,0.00075204,transliteration
2,*516 𐄁,7,0.00075204,transliteration
2,NI 𐄁,7,0.00075204,transliteration
2,5 𐝫,7,0.00075204,transliteration
2,𐄁 ?,7,0.00075204,transliteration
2,NU 1,7,0.00075204,transliteration
2,1 PA,7,0.00075204,transliteration
2,20 𐄑,7,0.00075204,transliteration
2,𐄑 𐝫,7,0.00075204,transliteration
2,A SE,7,0.00075204,transliteration
2,MI NU,7,0.00075204,transliteration
2,A SA,7,0.00075204,transliteration
2,PA RA,7,0.00075204,transliteration
2,𐝫 TA,7,0.00075204,transliteration
2,𐝫 PA,7,0.00075204,transliteration
2,CYP 𐙗,7,0.00075204,transliteration
2,I JA,7,0.00075204,transliteration
2,NA MA,7,0.00075204,transliteration
2,ME 𐄁,7,0.00075204,transliteration
2,PI NA,7,0.00075204,transliteration
2,NU 𐄁,7,0.00075204,transliteration
2,A 𐄁,7,0.00075204,transliteration
2,𐝫 CYP,7,0.00075204,transliteration
2,DA RA,6,0.00064461,transliteration
2,SA MA,6,0.00064461,transliteration
2,1 DA,6,0.00064461,transliteration
2,TU 1,6,0.00064461,transliteration
2,NE 1,6,0.00064461,transliteration
2,KI RA,6,0.00064461,transliteration
2,DI RA,6,0.00064461,transliteration
2,SA RU,6,0.00064461,transliteration
2,A JA,6,0.00064461,transliteration
2,𐘸 𐝫,6,0.00064461,transliteration
2,MA RU,6,0.00064461,transliteration
2,TA 1,6,0.00064461,transliteration
2,𐝫 DU,6,0.00064461,transliteration
2,12 𐄐,6,0.00064461,transliteration
2,𐝫 RA,6,0.00064461,transliteration
2,ne 𐝫,6,0.00064461,transliteration
2,A SI,6,0.00064461,transliteration
2,NI 2,6,0.00064461,transliteration
2,VIN 3,6,0.00064461,transliteration
2,𐄁 SI,6,0.00064461,transliteration
2,TI TI,6,0.00064461,transliteration
2,𐝫 TU,6,0.00064461,transliteration
2,𐄁 1,6,0.00064461,transliteration
2,𐝫 4,6,0.00064461,transliteration
2,TE 1,6,0.00064461,transliteration
2,TA 𐝫,6,0.00064461,transliteration
2,¹⁄₄ 𐝃,6,0.00064461,transliteration
2,A PA,6,0.00064461,transliteration
2,TE 𐘃,6,0.00064461,transliteration
2,NU MA,6,0.00064461,transliteration
2,NI 𐘝,6,0.00064461,transliteration
2,MI 𐄁,6,0.00064461,transliteration
2,DA KA,6,0.00064461,transliteration
2,TE 𐝫,6,0.00064461,transliteration
2,NI 𐝫,6,0.00064461,transliteration
2,ZA SE,6,0.00064461,transliteration
2,A KA,5,0.00053717,transliteration
2,KA RU,5,0.00053717,transliteration
2,RE TA,5,0.00053717,transliteration
2,𐝫 MA,5,0.00053717,transliteration
2,PA₃ NU,5,0.00053717,transliteration
2,RE 𐘙,5,0.00053717,transliteration
2,10 𐝫,5,0.00053717,transliteration
2,𐝫 𐄐,5,0.00053717,transliteration
2,𐄐 𐝫,5,0.00053717,transliteration
2,MA RI,5,0.00053717,transliteration
2,DA MA,5,0.00053717,transliteration
2,NA TI,5,0.00053717,transliteration
2,VIN 𐄁,5,0.00053717,transliteration
2,NA U,5,0.00053717,transliteration
2,8 𐄎,5,0.00053717,transliteration
2,NI SU,5,0.00053717,transliteration
2,U TI,5,0.00053717,transliteration
2,RE 2,5,0.00053717,transliteration
2,KU ZU,5,0.00053717,transliteration
2,KA KU,5,0.00053717,transliteration
2,PI TA,5,0.00053717,transliteration
2,SE 𐄁,5,0.00053717,transliteration
2,OLE+U 𐜋,5,0.00053717,transliteration
2,1 ?,5,0.00053717,transliteration
2,A RI,5,0.00053717,transliteration
2,RI TA,5,0.00053717,transliteration
2,TE TE,5,0.00053717,transliteration
2,𐄁 TA,5,0.00053717,transliteration
2,NI TA,5,0.00053717,transliteration
2,SA 4,5,0.00053717,transliteration
2,GRA 5,5,0.00053717,transliteration
2,I TA,5,0.00053717,transliteration
2,KI 2,5,0.00053717,transliteration
2,𐝫 6,5,0.00053717,transliteration
2,𐘝 𐝫,5,0.00053717,transliteration
2,NA TU,5,0.00053717,transliteration
2,"?,pte? 𐝫",5,0.00053717,transliteration
2,jo 𐝫,5,0.00053717,transliteration
2,KU MI,5,0.00053717,transliteration
2,NA 𐘅,5,0.00053717,transliteration
2,pu 𐝫,5,0.00053717,transliteration
2,RI DA,5,0.00053717,transliteration
2,MI 1,5,0.00053717,transliteration
2,DI 1,5,0.00053717,transliteration
2,NU TE,5,0.00053717,transliteration
2,𐄁 MA,5,0.00053717,transliteration
2,TA 𐘳,5,0.00053717,transliteration
2,PA TA,5,0.00053717,transliteration
2,RA NE,5,0.00053717,transliteration
2,MI TA,5,0.00053717,transliteration
2,𐄁 QA,5,0.00053717,transliteration
2,RA RE,5,0.00053717,transliteration
2,DA KU,5,0.00053717,transliteration
2,𐄇 —,5,0.00053717,transliteration
2,𐝫 TE,5,0.00053717,transliteration
2,𐄑 𐄉,5,0.00053717,transliteration
2,𐝫 pu,5,0.00053717,transliteration
2,¹⁄₂ 𐝫,5,0.00053717,transliteration
2,KI RI,5,0.00053717,transliteration
2,KI TA,5,0.00053717,transliteration
2,𐄇 [?],5,0.00053717,transliteration
2,TU ME,5,0.00053717,transliteration
2,SI 𐘤,5,0.00053717,transliteration
2,PU₂ RE,5,0.00053717,transliteration
2,JA DI,5,0.00053717,transliteration
2,ru 𐝫,5,0.00053717,transliteration
2,JA PA,5,0.00053717,transliteration
2,MA I,5,0.00053717,transliteration
2,JA SI,5,0.00053717,transliteration
2,ZA 𐄁,5,0.00053717,transliteration
2,SI 𐝫,5,0.00053717,transliteration
2,𐘳 𐝫,5,0.00053717,transliteration
2,A 𐝫,5,0.00053717,transliteration
2,NE 𐝫,5,0.00053717,transliteration
2,SI TE,5,0.00053717,transliteration
2,MA TE,5,0.00053717,transliteration
2,A MA,5,0.00053717,transliteration
2,𐝫 JA,5,0.00053717,transliteration
2,MI 𐝫,5,0.00053717,transliteration
2,QE RA₂,4,0.00042974,transliteration
2,U 𐄁,4,0.00042974,transliteration
2,20 𐝫,4,0.00042974,transliteration
2,DI 2,4,0.00042974,transliteration
2,MA DI,4,0.00042974,transliteration
2,DA 𐝫,4,0.00042974,transliteration
2,KA A,4,0.00042974,transliteration
2,KA PA,4,0.00042974,transliteration
2,DA TA,4,0.00042974,transliteration
2,TA RA,4,0.00042974,transliteration
2,15 𐄋,4,0.00042974,transliteration
2,𐄐 𐄋,4,0.00042974,transliteration
2,QE TI,4,0.00042974,transliteration
2,*21F TU,4,0.00042974,transliteration
2,TU NE,4,0.00042974,transliteration
2,*310 I,4,0.00042974,transliteration
2,SI KI,4,0.00042974,transliteration
2,1 —,4,0.00042974,transliteration
2,A RU,4,0.00042974,transliteration
2,PA₃ 𐄁,4,0.00042974,transliteration
2,RI NA,4,0.00042974,transliteration
2,RI 𐄁,4,0.00042974,transliteration
2,𐄁 KA,4,0.00042974,transliteration
2,QA TI,4,0.00042974,transliteration
2,DA I,4,0.00042974,transliteration
2,𐄁 RE,4,0.00042974,transliteration
2,5 ¹⁄₂,4,0.00042974,transliteration
2,OLE+DI 3,4,0.00042974,transliteration
2,PA SE,4,0.00042974,transliteration
2,NI 10,4,0.00042974,transliteration
2,KU RE,4,0.00042974,transliteration
2,KA SE,4,0.00042974,transliteration
2,OLIV 1,4,0.00042974,transliteration
2,RU 𐝫,4,0.00042974,transliteration
2,SA JA,4,0.00042974,transliteration
2,ru ?,4,0.00042974,transliteration
2,*118 1,4,0.00042974,transliteration
2,RA 1,4,0.00042974,transliteration
2,I TI,4,0.00042974,transliteration
2,TA TI,4,0.00042974,transliteration
2,KI SE,4,0.00042974,transliteration
2,15 𐄐,4,0.00042974,transliteration
2,[?] vase,4,0.00042974,transliteration
2,SI JA,4,0.00042974,transliteration
2,MA TA,4,0.00042974,transliteration
2,TA 2,4,0.00042974,transliteration
2,RA₂ CYP,4,0.00042974,transliteration
2,𐄁 TI,4,0.00042974,transliteration
2,SA 𐄁,4,0.00042974,transliteration
2,I KU,4,0.00042974,transliteration
2,𐝫 SU,4,0.00042974,transliteration
2,2 double,4,0.00042974,transliteration
2,𐄁 OLE+KI,4,0.00042974,transliteration
2,𐄁 GRA+PA,4,0.00042974,transliteration
2,QA *118,4,0.00042974,transliteration
2,GRA 𐝫,4,0.00042974,transliteration
2,𐝫 3,4,0.00042974,transliteration
2,1 VIN,4,0.00042974,transliteration
2,𐄁 *305,4,0.00042974,transliteration
2,? 𐄁,4,0.00042974,transliteration
2,ro 𐝫,4,0.00042974,transliteration
2,𐝫 𐄋,4,0.00042974,transliteration
2,1 𐘠,4,0.00042974,transliteration
2,KI 𐝫,4,0.00042974,transliteration
2,"𐝫 ?,pte?",4,0.00042974,transliteration
2,SE 𐝫,4,0.00042974,transliteration
2,SA NE,4,0.00042974,transliteration
2,RA 𐝫,4,0.00042974,transliteration
2,*301 𐝫,4,0.00042974,transliteration
2,SA 𐝫,4,0.00042974,transliteration
2,VIR+[?] 𐝫,4,0.00042974,transliteration
2,GRA+KU 6,4,0.00042974,transliteration
2,KU 𐝫,4,0.00042974,transliteration
2,I 𐝫,4,0.00042974,transliteration
2,𐝫 𐄑,4,0.00042974,transliteration
2,NA 𐝫,4,0.00042974,transliteration
2,VIR+[?] 𐄁,4,0.00042974,transliteration
2,𐄐 𐄈,4,0.00042974,transliteration
2,KA 𐝫,4,0.00042974,transliteration
2,SU MA,4,0.00042974,transliteration
2,12 𐄈,4,0.00042974,transliteration
2,PA 1,4,0.00042974,transliteration
2,𐄇 DU,4,0.00042974,transliteration
2,RU 20,4,0.00042974,transliteration
2,DI DE,4,0.00042974,transliteration
2,DA ME,4,0.00042974,transliteration
2,KU 1,4,0.00042974,transliteration
2,1 A,4,0.00042974,transliteration
2,TA RE,4,0.00042974,transliteration
2,GRA 1,4,0.00042974,transliteration
2,VIN ≈,4,0.00042974,transliteration
2,SE JA,4,0.00042974,transliteration
2,? ro,4,0.00042974,transliteration
2,pu vase,4,0.00042974,transliteration
2,TA NE,4,0.00042974,transliteration
2,DA DU,4,0.00042974,transliteration
2,TE 10,4,0.00042974,transliteration
2,𐝫 a,4,0.00042974,transliteration
2,𐝫 20,4,0.00042974,transliteration
2,𐄈 ?,4,0.00042974,transliteration
2,𐝫 na,4,0.00042974,transliteration
2,VIN 1,4,0.00042974,transliteration
2,NE MI,4,0.00042974,transliteration
2,SI DA,4,0.00042974,transliteration
2,DI 𐄁,4,0.00042974,transliteration
2,A NA,4,0.00042974,transliteration
2,𐝫 DI,4,0.00042974,transliteration
2,RA TU,4,0.00042974,transliteration
2,MA RE,4,0.00042974,transliteration
2,MA 𐝫,4,0.00042974,transliteration
2,di 𐝫,4,0.00042974,transliteration
2,𐘃 𐝫,4,0.00042974,transliteration
2,TA NI,4,0.00042974,transliteration
2,SU KI,4,0.00042974,transliteration
2,JA SE,4,0.00042974,transliteration
2,𐄁 NA,4,0.00042974,transliteration
2,RA TE,4,0.00042974,transliteration
2,𐄁 ru,4,0.00042974,transliteration
2,NA I,4,0.00042974,transliteration
2,? vase,4,0.00042974,transliteration
2,A DA,4,0.00042974,transliteration
2,𐝫 CYP+D,4,0.00042974,transliteration
2,I SE,4,0.00042974,transliteration
2,A DI,4,0.00042974,transliteration
2,*21F *118,4,0.00042974,transliteration
2,*86 RO,4,0.00042974,transliteration
2,WA 𐄁,4,0.00042974,transliteration
2,A MI,4,0.00042974,transliteration
2,KI TE,4,0.00042974,transliteration
2,RA₂ U,3,0.00032230,transliteration
2,RA NA,3,0.00032230,transliteration
2,OLE+E 3,3,0.00032230,transliteration
2,MA 𐙁,3,0.00032230,transliteration
2,JA 2,3,0.00032230,transliteration
2,RE 5,3,0.00032230,transliteration
2,DI 𐝫,3,0.00032230,transliteration
2,? 𐄉,3,0.00032230,transliteration
2,da 𐝫,3,0.00032230,transliteration
2,TI KA,3,0.00032230,transliteration
2,TE 2,3,0.00032230,transliteration
2,TA PI,3,0.00032230,transliteration
2,MA 30,3,0.00032230,transliteration
2,24 𐄑,3,0.00032230,transliteration
2,MA 10,3,0.00032230,transliteration
2,𐄋 vase,3,0.00032230,transliteration
2,DU NI,3,0.00032230,transliteration
2,RA TI,3,0.00032230,transliteration
2,DA KI,3,0.00032230,transliteration
2,3 ¹⁄₄,3,0.00032230,transliteration
2,NI NA,3,0.00032230,transliteration
2,¹⁄₂ 𐄍,3,0.00032230,transliteration
2,RU JA,3,0.00032230,transliteration
2,1 TE,3,0.00032230,transliteration
2,TE TU,3,0.00032230,transliteration
2,DA RU,3,0.00032230,transliteration
2,JE DI,3,0.00032230,transliteration
2,I 1,3,0.00032230,transliteration
2,³⁄₈ 𐝄,3,0.00032230,transliteration
2,1 ¹⁄₈,3,0.00032230,transliteration
2,¹⁄₈ 𐝄,3,0.00032230,transliteration
2,SA RO,3,0.00032230,transliteration
2,*306 TU,3,0.00032230,transliteration
2,10 DI,3,0.00032230,transliteration
2,RA 2,3,0.00032230,transliteration
2,I AROM,3,0.00032230,transliteration
2,4 ¹⁄₄,3,0.00032230,transliteration
2,*305 𐄁,3,0.00032230,transliteration
2,SI 3,3,0.00032230,transliteration
2,SU 𐄁,3,0.00032230,transliteration
2,*325 ZA,3,0.00032230,transliteration
2,14 𐄐,3,0.00032230,transliteration
2,DA RI,3,0.00032230,transliteration
2,6 ¹⁄₂,3,0.00032230,transliteration
2,RU 6,3,0.00032230,transliteration
2,𐄁 3,3,0.00032230,transliteration
2,𐝫 KA,3,0.00032230,transliteration
