la_bennett_id,inscription_id,gorila_id,sequence,character,findspot,period,object_type,syllabograms_before,syllabograms_after,chars_before,chars_after,nearby_numbers,nearby_fractions,all_inscription_logograms,pattern_frequency,morphology_cross_reference
A 372,6,HT6a,17,𐛑,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"TA JA 24 
 JA+RU",,𐘢 𐘳 𐘱 𐄑 𐄊,,24; 20; 4; 10; 10,,A 372; A 566; A 568; VASE 7,,
A 566,6,HT6a,18,𐝓,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"10 
 O DI NE",,𐙁 𐙭 𐄐 𐘵 𐘽,24; 20; 4; 10; 10,,A 372; A 566; A 568; VASE 7,,
A 568,6,HT6a,31,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"KA QE 5 ³⁄₄ 
","RA 𐄁 
 QE TA",𐄈 𐘾 𐘂 𐘿 𐄋,𐘀 𐘿 𐘴 𐄁 𐘿,2; 5; 0.75; 5,,A 372; A 566; A 568; VASE 7,,
A 568,6,HT6a,41,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"TA 22 ³⁄₄ 
 NI",pu 𐄐 𐄋,𐘿 𐘢 𐘳 𐄑 𐄈,𐘝 𐄐 𐄋,22; 0.75; 20; 2; 10; 5,,A 372; A 566; A 568; VASE 7,,
VASE 7,6,HT6a,45,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),pu 𐄐 𐄋,,𐘝 𐄐 𐄋,,2; 15; 10; 5,,A 372; A 566; A 568; VASE 7,,
VASE 6,7,HT6b,5,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),WA DU NI MI 3,"
 RA TI SE 
",𐘮 𐘬 𐘝 𐘻 𐄉,𐘴 𐘠 𐘈 𐄇 𐙁,3; 1,,VASE 4; VASE 6; VASE 7,,
VASE 4,7,HT6b,23,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),MA 66 DA KI 3,"SA MA 35 
 NI",𐄕 𐄌 𐘀 𐘸 𐄉,𐘞 𐙁 𐄒 𐄋 𐘰,60; 6; 3; 30; 5,,VASE 4; VASE 6; VASE 7,,
VASE 7,7,HT6b,33,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),NI NA 17 ¹⁄₂ 𐄍,,𐘰 𐘝 𐘅 𐄐 𐄍,,17; 10; 7,,VASE 4; VASE 6; VASE 7,,
VASE 7,10,HT8a,9,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),PA₃ KA RA TI 1,PA 3,𐘰 𐘾 𐘴 𐘠 𐄇,𐘂 𐄉,1; 3; 0.5,,A 568; VASE 4; VASE 7,,
VASE 7,10,HT8a,12,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),PA 3,TE *301 2 QA *310,𐘂 𐄉,𐘃 𐙕 𐄈 𐘌 𐙠,1; 0.5; 3; 2,,A 568; VASE 4; VASE 7,,
A 568,10,HT8a,19,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*301 2 QA *310 I,SI KI RA,𐙕 𐄈 𐘌 𐙠 𐘚,𐘤 𐘸 𐘴,2; 0.25,,A 568; VASE 4; VASE 7,,
VASE 4,10,HT8a,23,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),SI KI RA,KI RE TA NA,𐘤 𐘸 𐘴,𐘸 𐘙 𐘳 𐘅,0.75; 0.5,,A 568; VASE 4; VASE 7,,
VASE 7,10,HT8a,28,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),KI RE TA NA,,𐘸 𐘙 𐘳 𐘅,,0.25,,A 568; VASE 4; VASE 7,,
VASE 4,11,HT8b,13,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),2 QA *310 I 1,,𐄈 𐘌 𐙠 𐘚 𐄇,,2; 1; 0.5,,A 392; VASE 4; VASE 5; VASE 7,,
VASE 5,11,HT8b,14,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,PA ¹⁄₂,,𐘾 𐘂,1; 0.375; 0.5,,A 392; VASE 4; VASE 5; VASE 7,,
VASE 7,11,HT8b,17,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),PA ¹⁄₂,JA RE 1 ¹⁄₈,𐘾 𐘂,𐘂 𐘱 𐘙 𐄇,1; 0.375; 0.5; 1; 1,,A 392; VASE 4; VASE 5; VASE 7,,
VASE 5,11,HT8b,22,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),JA RE 1 ¹⁄₈,,𐘂 𐘱 𐘙 𐄇,,1; 1; 0.5,,A 392; VASE 4; VASE 5; VASE 7,,
A 392,11,HT8b,23,𐛥,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,1; 1,,A 392; VASE 4; VASE 5; VASE 7,,
VASE 7,11,HT8b,24,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,1; 1; 0.5,,A 392; VASE 4; VASE 5; VASE 7,,
VASE 7,11,HT8b,25,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,1; 1; 0.5,,A 392; VASE 4; VASE 5; VASE 7,,
A 568,12,HT9a,11,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 PA DE 𐄁 5,*306 TU 10 DI NA,𐄁 𐘂 𐘦 𐄁 𐄋,𐙚 𐘹 𐄐 𐘆 𐘅,5; 10,,A 568; VASE 4; VASE 7,,
VASE 7,12,HT9a,26,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),2 *324 DI RA 2,TA I AROM 2,𐄈 𐙰 𐘆 𐘴 𐄈,𐘳 𐘚 𐙌 𐄈,2; 2; 2; 0.5,,A 568; VASE 4; VASE 7,,
VASE 7,12,HT9a,31,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),TA I AROM 2,A RU 4,𐘳 𐘚 𐙌 𐄈,𐘇 𐘘 𐄊,0.5; 2; 4; 0.25,,A 568; VASE 4; VASE 7,,
VASE 4,12,HT9a,35,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),A RU 4,KU RO 31 ³⁄₄,𐘇 𐘘 𐄊,𐙂 𐘁 𐄒 𐄇,2; 0.5; 4; 30; 1,,A 568; VASE 4; VASE 7,,
A 568,12,HT9a,40,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),KU RO 31 ³⁄₄,,𐙂 𐘁 𐄒 𐄇,,0.25; 30; 1,,A 568; VASE 4; VASE 7,,
VASE 7,14,HT10a,14,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 DA RE 16 ¹⁄₂,"*325 ZA 4 
 6",𐄁 𐘀 𐘙 𐄐 𐄌,𐘉 𐙱 𐘍 𐄊 𐙕,10; 6; 4; 4; 6,,VASE 7,,
VASE 7,14,HT10a,30,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"*305 RU ¹⁄₂ 
 DA","8 
 ME ZA so",𐄊 𐝫 𐙙 𐘘 𐄈,𐘀 𐘭 𐘀 𐄎 𐘋,4; 0.5; 2; 8; 8,,VASE 7,,
VASE 7,15,HT10b,14,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"15 
 TA 6 ¹⁄₂","SA RU 6 
 NA",𐄐 𐄋 𐙢 𐘳 𐄌,𐘾 𐘞 𐘘 𐄌 𐘳,10; 5; 6; 6; 6; 6,,VASE 4; VASE 7,,
VASE 4,15,HT10b,23,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 NA TI 9 ¹⁄₄",,𐄌 𐘳 𐘅 𐘠 𐄏,,6; 9; 9,,VASE 4; VASE 7,,
A 350,18,HT12,13,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),5 QE TU NE 𐄁,1 E 30,𐄋 𐘿 𐘹 𐘗 𐄁,𐄇 𐘡 𐄒,5; 1; 30,,A 350; A 351; A 389; VASE 8,,
A 389,18,HT12,17,𐛢,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),1 E 30,𐄁 *118 5 3,𐄇 𐘡 𐄒,𐄁 𐙈 𐄋 𐄉,1; 30; 5; 3,,A 350; A 351; A 389; VASE 8,,
A 351,18,HT12,25,𐚼,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),5 3 NI 1,,𐄋 𐄉 𐘝 𐄇,,5; 3; 1; 0.0625; 50,,A 350; A 351; A 389; VASE 8,,
VASE 8,18,HT12,26,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,DA I 50,,𐘀 𐘚 𐄔,3; 1; 50,,A 350; A 351; A 389; VASE 8,,
VASE 7,19,HT13,12,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 RE ZA 5 ¹⁄₂,"TE 56 
 TE KI",𐄁 𐘙 𐘍 𐄋 𐝫,𐝫 𐘃 𐘹 𐄔 𐄌,5; 0.5; 56; 50; 6,,VASE 7,,
VASE 7,19,HT13,22,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"KI ¹⁄₂ 
 KU ZU","
 DA SI *118 19",𐄌 𐘃 𐘸 𐄑 𐄍,𐙂 𐙀 𐘝 𐄐 𐄎,6; 0.5; 20; 7; 10; 8,,VASE 7,,
VASE 7,19,HT13,42,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄋 ta? ro 𐄙 𐄒,,𐄋 𐙂 𐘁 𐄙 𐄒,,5; 100; 30,,VASE 7,,
VASE 5,22,HT16,7,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),PA 𐄁 DI NA U,𐄁 WA,𐘂 𐄁 𐘆 𐘅 𐘉,𐄁 𐘮,0.3333; 0.375,A 724,VASE 2; VASE 4; VASE 5; VASE 8,,
VASE 2,22,HT16,10,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 WA,,𐄁 𐘮,,0.125; 0.375,A 724,VASE 2; VASE 4; VASE 5; VASE 8,,
VASE 4,22,HT16,12,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.125; 0.3333; 0.0625,A 724,VASE 2; VASE 4; VASE 5; VASE 8,,
VASE 5,22,HT16,13,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,PO ZE ¹⁄₁₆,,𐘞 𐘊 𐘼,0.3333; 0.375; 0.0625,A 724,VASE 2; VASE 4; VASE 5; VASE 8,,
VASE 8,22,HT16,17,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),PO ZE ¹⁄₁₆,,𐘞 𐘊 𐘼,,0.375; 0.0625,,VASE 2; VASE 4; VASE 5; VASE 8,,
VASE 7,25,HT19,11,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),VIN 30 SA RO 5,DU ME DI 43 ¹⁄₂,𐙍 𐄒 𐘞 𐘁 𐄋,𐘬 𐘋 𐘆 𐄓 𐄉,30; 5; 40; 3,,VASE 7,,
VASE 7,25,HT19,17,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),DU ME DI 43 ¹⁄₂,,𐘬 𐘋 𐘆 𐄓 𐄉,,40; 3,,VASE 7,,
VASE 4,26,HT20,7,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),SU 𐄁 KU MA JU,QE KU RE 𐄁 DI,𐘲 𐄁 𐙂 𐙁 𐘶,𐘿 𐙂 𐘙 𐄁 𐘆,,,VASE 4; VASE 5; VASE 7,,
VASE 7,26,HT20,13,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),QE KU RE 𐄁 DI,*21M,𐘿 𐙂 𐘙 𐄁 𐘆,𐘑,0.125,,VASE 4; VASE 5; VASE 7,,
VASE 5,26,HT20,15,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*21M,SA RE JU,𐘑,𐘞 𐘙 𐘶,0.5; 0.125,,VASE 4; VASE 5; VASE 7,,
VASE 5,26,HT20,19,𐝄,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),SA RE JU,WA,𐘞 𐘙 𐘶,𐘮,0.125; 0.25; 0.5,A 724,VASE 4; VASE 5; VASE 7,,
VASE 4,26,HT20,21,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),WA,,𐘮,,0.125; 0.5,A 724,VASE 4; VASE 5; VASE 7,,
VASE 7,26,HT20,23,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.125; 0.25,A 724,VASE 4; VASE 5; VASE 7,,
A 568,27,HT21,16,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*304,"
 OLIV",𐄉,𐙘 𐄍,10; 1; 3; 7; 1; 1,A 728,A 568; VASE 4,,
A 568,27,HT21,19,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 OLIV",? 𐄇,𐙘 𐄍,𐙋 𐄇,3; 7; 7; 1,,A 568; VASE 4,,
VASE 4,27,HT21,22,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),? 𐄇,,𐙋 𐄇,,7; 1; 1,,A 568; VASE 4,,
A 506,28,HT22,5,𐜣,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"230 
 
",𐄙 𐄐 𐄉,𐄚 𐄒 —,𐄙 𐄐 𐄉,200; 30; 100; 10; 3,A 709,A 506,,
VASE 2,29,HT23a,4,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),KA NA 𐄁 CYP,*308,𐘾 𐘅 𐄁 𐙗,𐙜,0.1667,A 730,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 6,29,HT23a,6,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*308,,𐙜,,0.3333; 0.1667,A 730,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 6,29,HT23a,8,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.3333; 0.1667; 0.1667,A 730,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 6,29,HT23a,10,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.1667; 0.1667,A 730,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 6,29,HT23a,12,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.1667; 10; 0.1667,A 730,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
A 381,29,HT23a,13,𐛚,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.1667; 0.1667; 10; 0.1667; 10,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 6,29,HT23a,14,𐝅,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"
 MI+JA+RU",,𐙍 𐄐,0.1667; 0.1667; 10; 0.1667; 10; 10,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
A 348,29,HT23a,17,𐚹,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 MI+JA+RU","
",𐙍 𐄐,𐄐,0.1667; 10; 10; 10; 10; 10; 10,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
A 349,29,HT23a,19,𐚺,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
","
 10 
 QA2+[?]+RE+PU 
",𐄐,𐄐 𐘡 𐄐 𐄍 𐘐,10; 0.1667; 10; 10; 10; 10; 7,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 8,29,HT23a,28,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"QA2+[?]+RE+PU 
 E 17 
",TU QA ¹⁄₁₆,𐄍 𐘐 𐘭 𐘹 𐘌,𐘞 𐘞 𐘋,7; 17; 0.0625,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 8,29,HT23a,32,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),TU QA ¹⁄₁₆,,𐘞 𐘞 𐘋,,0.0625; 10; 1,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
A 365,29,HT23a,33,𐛊,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"ME 
 SI+ME 10",,𐄐 𐘺 𐘘 𐄇,0.0625; 10; 1,,A 348; A 349; A 365; A 381; VASE 2; VASE 6; VASE 8,,
VASE 2,30,HT23b,3,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),NI RA CYP,OLE ¹⁄₃,𐘝 𐘴 𐙗,𐙖 𐝫,0.3333,,A 348; A 350; A 381; VASE 2,,
VASE 2,30,HT23b,6,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),OLE ¹⁄₃,,𐙖 𐝫,,0.3333; 0.3333; 1,,A 348; A 350; A 381; VASE 2,,
A 381,30,HT23b,7,𐛚,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"
 QA2+[?]+PU 
",,𐝫 𐘕 𐝫,0.3333; 0.3333; 1,,A 348; A 350; A 381; VASE 2,,
A 350,30,HT23b,11,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 QA2+[?]+PU 
","
",𐝫 𐘕 𐝫,𐝫,1,,A 348; A 350; A 381; VASE 2,,
A 348,30,HT23b,13,𐚹,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
","E 
 ra? 𐄍 𐝫",𐝫,𐄇 𐝫 𐘡 𐄍 𐝫,1; 1; 7,,A 348; A 350; A 381; VASE 2,,
VASE 7,31,HT24a,16,𐝆,Haghia Triada - Corridor 9 and Vestibule 26,LM IB,tablet (page-shaped),"10 
 9 
 MA","6 
 PA SA JA",𐘘 𐘋 𐄐 𐝫 𐄏,𐙁 𐘘 𐘋 𐄌 𐘂,10; 10; 9; 6; 6,,A 389; VASE 7,,
A 389,31,HT24a,32,𐛢,Haghia Triada - Corridor 9 and Vestibule 26,LM IB,tablet (page-shaped),KO *560 mu ru ?,𐝫,𐘋 𐝫 𐘘 𐘚 𐘺,𐝫,,,A 389; VASE 7,,
A 568,32,HT24b,3,𐝕,Haghia Triada - Corridor 9 and Vestibule 26,LM IB,tablet (page-shaped),*118 1 ³⁄₄,,𐝫 𐙈 𐄇,,1; 1; 1; 0.75,,A 366; A 373; A 568,,
A 366,32,HT24b,4,𐛋,Haghia Triada - Corridor 9 and Vestibule 26,LM IB,tablet (page-shaped),,*118 1,,𐙈 𐄇,1; 1; 1; 0.75,,A 366; A 373; A 568,,
A 568,32,HT24b,7,𐝕,Haghia Triada - Corridor 9 and Vestibule 26,LM IB,tablet (page-shaped),*118 1,,𐙈 𐄇,,1; 1; 1,,A 366; A 373; A 568,,
A 373,32,HT24b,8,𐛒,Haghia Triada - Corridor 9 and Vestibule 26,LM IB,tablet (page-shaped),,*118 1,,𐙈 𐄇,1; 0.75; 1,,A 366; A 373; A 568,,
A 377,36,HT26b,14,𐛖,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"U ZU NI 4 
","
 I 2 
 *188",𐘾 𐘉 𐙀 𐘝 𐄊,𐄐 𐄈 𐘚 𐙜 𐄈,4; 4; 10; 2; 2; 2,,A 377,,
A 568,37,HT27a,51,𐝕,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),7 𐄒 𐄋 ? 𐄏,,𐄛 𐄒 𐄋 𐙗 𐄏,,300; 30; 5; 9; 10,,A 568; VASE 2,,
VASE 2,37,HT27a,52,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,pu 𐄐,,𐘝 𐄐,30; 5; 9; 10; 7,,A 568; VASE 2,,
VASE 2,37,HT27a,55,𐝁,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),pu 𐄐,ka 𐄍,𐘝 𐄐,𐙍 𐄍,9; 10; 7,,A 568; VASE 2,,
VASE 7,39,HT28a,13,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),2,1,𐄈,𐄇,5; 2; 1,A 702; A 728,A 394; VASE 10; VASE 7,,
VASE 10,39,HT28a,17,𐝉,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),1,SA RA₂,𐄇,𐘞 𐘽,0.5; 1; 1,A 726,A 394; VASE 10; VASE 7,,
A 394,39,HT28a,26,𐛧,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),1 NI 2 VIN 3,VIN 6 A RU DA,𐄇 𐘝 𐄈 𐙍 𐄉,𐙍 𐄌 𐘇 𐘘 𐘀,1; 2; 3; 6,,A 394; VASE 10; VASE 7,,
VASE 4,40,HT28b,35,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),3 VIN 3,,𐄉 𐙍 𐄉,,3; 3,A 726,VASE 4,,
VASE 7,42,HT30,9,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"CYP 
 ¹⁄₂ 
 NI","
 VIN",𐙗 𐝫 𐝫 𐄐 𐄊,𐘝 𐄍,0.5; 10; 4; 7; 8; 8,,A 350; A 566; VASE 3; VASE 7,,
VASE 3,42,HT30,12,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 VIN","
 OLE+TA",𐘝 𐄍,𐙍 𐄎,10; 4; 7; 7; 8; 0.2,,A 350; A 566; VASE 3; VASE 7,,
VASE 7,42,HT30,15,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
 OLE+TA",,𐙍 𐄎,,7; 8; 8; 0.2; 0.5,,A 350; A 566; VASE 3; VASE 7,,
A 566,42,HT30,17,𐝓,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,8; 8; 0.5,,A 350; A 566; VASE 3; VASE 7,,
A 350,42,HT30,18,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,8; 0.2; 0.5; 1,,A 350; A 566; VASE 3; VASE 7,,
VASE 3,42,HT30,19,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"¹⁄₂ 
 *23M",,𐘞 𐘴 𐘴,8; 0.2; 0.5; 1,,A 350; A 566; VASE 3; VASE 7,,
VASE 7,42,HT30,23,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"¹⁄₂ 
 *23M","KI RO CYP 8 
",𐘞 𐘴 𐘴,𐘖 𐄇 𐘸 𐘁 𐄁,0.5; 1; 8,,A 350; A 566; VASE 3; VASE 7,,
A 566,42,HT30,32,𐝓,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"8 
 NI 𐝓 VIN",*23M,𐘁 𐄁 𐙗 𐄎 𐘝,𐙍,8; 8; 1; 0.2; 1,,A 350; A 566; VASE 3; VASE 7,,
VASE 7,42,HT30,34,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*23M,"¹⁄₅ 
 OLE+TA 
",𐙍,𐘖 𐄇 𐝫 𐝫,8; 0.5; 0.2; 1,,A 350; A 566; VASE 3; VASE 7,,
VASE 3,42,HT30,39,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"¹⁄₅ 
 OLE+TA 
",,𐘖 𐄇 𐝫 𐝫,,1; 0.2; 1; 100,,A 350; A 566; VASE 3; VASE 7,,
VASE 3,42,HT30,41,𐝂,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,𐝫,,𐝫,1; 100,,A 350; A 566; VASE 3; VASE 7,,
A 333,43,HT31,8,𐚪,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),𐄁 PU KO 𐄁 *410,"𐝫 5 
",𐘞 𐄁 𐘫 𐘺 𐄁,𐝫 𐝫 𐄋,5; 5,,A 325; A 333; A 338; A 339,,
A 325,43,HT31,12,𐚢,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"𐝫 5 
","PA₃ 10 
",𐝫 𐝫 𐄋,𐘌 𐘰 𐄐,5; 5; 10; 10,,A 325; A 333; A 338; A 339,,
A 338,43,HT31,16,𐚯,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"PA₃ 10 
",SU PU 10 *416,𐘌 𐘰 𐄐,𐘲 𐘫 𐄐 𐝫,5; 10; 10; 10,,A 325; A 333; A 338; A 339,,
A 339,43,HT31,21,𐚰,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),SU PU 10 *416,KA RO PA₃ 10 SA,𐘲 𐘫 𐄐 𐝫,𐘾 𐘁 𐘰 𐄐 𐘞,10; 10,,A 325; A 333; A 338; A 339,,
A 325,43,HT31,38,𐚢,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"MA *323 NA 
 *815",*815,𐘸 𐘦 𐙁 𐙯 𐘅,𐄜,400; 300,,A 325; A 333; A 338; A 339,,
A 325,43,HT31,40,𐚢,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*815,"RA 300 
 *815",𐄜,𐘲 𐘰 𐘴 𐄛,400; 300; 300,,A 325; A 333; A 338; A 339,,
A 325,43,HT31,45,𐚢,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"RA 300 
 *815",QE 3000 ? 𐄤,𐘲 𐘰 𐘴 𐄛,𐘂 𐘳 𐘿 𐄤,300; 300; 3000; 3000,,A 325; A 333; A 338; A 339,,
VASE 7,44,HT32,5,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),*307 SA RA₂ 𐄁 *308,,𐙛 𐘞 𐘽 𐄁 𐙜,,1; 1,A 730,A 348; A 350; A 381; VASE 7; VASE 8,,
VASE 7,44,HT32,7,𐝆,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.5; 1; 1; 1,A 730,A 348; A 350; A 381; VASE 7; VASE 8,,
VASE 8,44,HT32,8,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,,,,0.5; 1; 1; 1; 1,A 730,A 348; A 350; A 381; VASE 7; VASE 8,,
A 350,44,HT32,9,𐚻,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,¹⁄₁₆,,𐄇,0.5; 1; 1; 1; 1,A 730,A 348; A 350; A 381; VASE 7; VASE 8,,
VASE 8,44,HT32,11,𐝇,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),¹⁄₁₆,,𐄇,,1; 1; 1; 1; 1; 1,A 730,A 348; A 350; A 381; VASE 7; VASE 8,,
A 348,44,HT32,12,𐚹,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),,"
",,𐄇,1; 1; 1; 1; 1,,A 348; A 350; A 381; VASE 7; VASE 8,,
A 381,44,HT32,14,𐛚,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),"
","
 RE 𐄁 108 
",𐄇,𐄇 𐘲 𐘙 𐄁 𐄙,1; 1; 1; 1; 1; 108; 100,,A 348; A 350; A 381; VASE 7; VASE 8,,
A 349,45,HT33,4,𐚺,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),SA RA₂ 𐄁,1,𐘞 𐘽 𐄁,𐄇,1; 0.25,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
VASE 4,45,HT33,6,𐝃,Haghia Triada - Villa Magazine,LM IB,tablet (page-shaped),1,,𐄇,,1; 3,,A 348; A 349; A 361; A 371; A 383; A 509; VASE 10; VASE 12; VASE 3; VASE 4,,
